stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2018Q4,twse,42493927,38858219,3635708,773615,2862093,,2862093,-498921,2363172,2457937,,404156,1956753,,406419,1.52
1718,中纖,2018Q4,twse,41549187,36404425,5144762,735127,4409635,,4409635,4211,4413846,1372035,,3037600,1365286,,3048560,1.13
2207,和泰車,2018Q4,twse,187027586,171832312,15195274,3595444,11599830,,11599830,-853915,10745915,10025535,,1574295,9205476,,1540439,18.36
2905,三商,2018Q4,twse,225193699,225521922,-328223,-814524,486301,,486301,-15476737,-14990436,332019,,154282,-6760679,,-8229757,0.43
