stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2025Q1,twse,10494914,9669490,825424,147814,677610,,677610,162614,840224,396917,,280693,510209,,330015,0.25
1718,中纖,2025Q1,twse,11491192,9410816,2080376,438244,1642132,,1642132,34925,1677057,21253,,1620879,103819,,1573238,0.02
2207,和泰車,2025Q1,twse,73060717,66771208,6289509,1213003,5076506,,5076506,-1219551,3856955,4307781,,768725,2730580,,1126375,7.73
2905,三商,2025Q1,twse,50617170,50429582,187588,-146282,333870,,333870,-4762402,-4428532,128453,,205417,-1603528,,-2825004,0.12
