stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2015Q1,twse,1131274,1085428,45846,599970,645816,-87075,558741,,,558741,-24350,,534391,557454,,1287,532999,,1392,0.42
6005,群益證,2015Q1,twse,1644903,1225156,419747,261981,681728,-91222,590506,,,590506,-16096,,574410,567407,,23099,550998,,23412,0.24
6024,群益期,2015Q1,twse,198086,286188,-88102,158979,70877,-13300,57577,,,57577,763,,58340,58427,,-850,59190,,-850,0.49
