stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2019Q4,tpex,333592,221587,112005,26470,138475,2823,135652,,,135652,-39839,,95813,,,,,,,0.57
6015,宏遠證,2019Q4,tpex,851358,814824,36534,102369,138903,-1930,140833,,,140833,-4282,,136551,140833,,,136551,,,0.40
6016,康和證,2019Q4,tpex,2173539,1953177,220362,88099,308461,20094,288367,,,288367,126050,,414417,284352,,4015,409545,,4872,0.47
6020,大展證,2019Q4,tpex,228595,155294,73301,39855,113156,-2683,115839,,,115839,36829,,152668,115838,,1,152667,,1,0.46
6021,美好證,2019Q4,tpex,511627,517040,-5413,49451,44038,17951,26087,,,26087,-34589,,-8502,26087,,,-8502,,,0.09
6023,元大期貨,2019Q4,tpex,2921105,2778018,143087,1266925,1410012,274213,1135799,,,1135799,150161,,1285960,1135799,,,1285960,,,4.89
6026,福邦證,2019Q4,tpex,632281,366423,265858,11634,277492,12580,264912,,,264912,4039,,268951,244345,,20567,248384,,20567,1.00
