stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2015Q2,twse,18611343,18130641,480702,131172,349530,,349530,-228497,121033,281664,,67866,82396,,38637,0.17
1718,中纖,2015Q2,twse,17143670,14264119,2879551,574750,2304801,,2304801,-29014,2275787,730599,,1574202,709178,,1566609,0.65
2514,龍邦,2015Q2,twse,39112193,37756217,1355976,315644,1040332,,1040332,-1132669,-92337,323255,,717077,-142955,,50618,0.62
2905,三商,2015Q2,twse,99034881,95106158,3928723,1009273,2919450,,2919450,-1814629,1104821,1410259,,1509191,648536,,456285,2.20
