stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2017Q1,twse,8723163,8612026,111137,52570,58567,,58567,269159,327726,55943,,2624,326966,,760,0.03
1718,中纖,2017Q1,twse,8833958,8001371,832587,195595,636992,,636992,-108592,528400,-16642,,653634,-28668,,557068,-0.01
2207,和泰車,2017Q1,twse,48159861,44022941,4136920,650661,3486259,,3486259,-235293,3250966,3139641,,346618,2941335,,309631,5.75
2905,三商,2017Q1,twse,77542033,78566869,-1024836,183934,-1208770,,-1208770,1181550,-27220,-589437,,-619333,8522,,-35742,-0.87
