stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2024Q1,tpex,399592,78820,320772,14515,335287,10724,324563,,,324563,-34884,,289679,,,,,,,1.05
6015,宏遠證,2024Q1,tpex,540402,357379,183023,53289,236312,8883,227429,,,227429,-4680,,222749,227429,,,222749,,,0.65
6016,康和證,2024Q1,tpex,1410600,827240,583360,64637,647997,13285,634712,,,634712,69734,,704446,633329,,1383,703261,,1185,1.07
6020,大展證,2024Q1,tpex,121618,52524,69094,15366,84460,7431,77029,,,77029,-85959,,-8930,77024,,5,-8935,,5,0.31
6021,美好證,2024Q1,tpex,453349,245139,208210,19250,227460,7966,219494,,,219494,1285195,,1504689,219494,,,1504689,,,0.72
6023,元大期貨,2024Q1,tpex,892171,1065706,-173535,821407,647872,118644,529228,,,529228,161845,,691073,529228,,,691073,,,1.83
6026,福邦證,2024Q1,tpex,395754,159165,236589,-5662,230927,34719,196208,,,196208,18100,,214308,196208,,0,214308,,0,0.50
