stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2021Q3,twse,20657739,18650571,39308310,1808577,658394,20988758,15852581,1668454,14184127,,14184127,-2407866,11776261,14184016,,111,11776120,,141,1.08
2881,富邦金,2021Q3,twse,105902741,273332979,379235720,3567623,175509608,51048102,149110387,16541182,132569205,,132569205,-22551658,110017547,130210648,,2358557,110589237,,-571690,11.32
2882,國泰金,2021Q3,twse,145173385,332415665,477589050,3214275,273724215,62572371,138078189,15708729,122369460,,122369460,-119759451,2610009,121596084,,773376,1895415,,714594,8.98
2883,凱基金,2021Q3,twse,49387988,98933496,148321484,148281,75023167,27182938,45967098,3982539,41984559,,41984559,-40835888,1148671,30692575,,11291984,8339404,,-7190733,2.05
2884,玉山金,2021Q3,twse,19006904,24221999,43228903,1079299,,23571579,18578025,2678751,15899274,,15899274,-680071,15219203,15885031,,14243,15205054,,14149,1.19
2885,元大金,2021Q3,twse,22214892,74051249,96266141,118048,17741819,41034299,37371975,6421314,30950661,,30950661,-6621797,24328864,28314607,,2636054,23182882,,1145982,2.33
2886,兆豐金,2021Q3,twse,24196476,20968614,45165090,382981,-3752,22235867,22549994,2844376,19705618,,19705618,-1351866,18353752,19705618,,0,18353752,,0,1.45
2887,台新新光金,2021Q3,twse,17804715,29425206,47229921,462207,5869970,20682825,20214919,2456264,17758655,,17758655,-1214452,16544203,17768685,,-10030,16554233,,-10030,1.44
2889,國票金,2021Q3,twse,2016881,5691224,7708105,46925,,3257189,4403991,855812,3548179,,3548179,-776426,2771753,3067224,,480955,2119710,,652043,1.03
2890,永豐金,2021Q3,twse,16384133,18763208,35147341,1572341,,18812365,14762635,1968519,12794116,,12794116,-1127852,11666264,12794116,,0,11666264,,0,1.14
2891,中信金,2021Q3,twse,80607045,55783508,136390553,4285366,25608684,53116727,53379776,6904085,46475691,,46475691,-15460174,31015517,46474798,,893,31019666,,-4149,2.33
2892,第一金,2021Q3,twse,25241357,22155887,47397244,1860843,7219992,18852535,19463874,2942512,16521362,,16521362,-3120350,13401012,16521362,,,13401012,,,1.27
5880,合庫金,2021Q3,twse,26960180,14595985,41556165,2259635,61766,19725970,19508794,3044893,16463901,,16463901,-1865481,14598420,15882952,,580949,14303978,,294442,1.17
