stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2023Q2,twse,53964171,45509992,,,8454179,,,8454179,4919864,,3534315,3728431,7262746,2050419,5212327,,,5212327,-4069966,,1142361,4949062,,263265,842555,,299806,0.64
1102,亞泥,2023Q2,twse,40345186,35013254,,,5331932,,,5331932,1203781,,4128151,4581230,8709381,1545419,7163962,,,7163962,641756,,7805718,6851572,,312390,8003676,,-197958,2.07
1103,嘉泥,2023Q2,twse,1376704,1235588,,,141116,,,141116,240965,,-99849,117557,17708,-8255,25963,,,25963,1628663,,1654626,17994,,7969,1587630,,66996,0.03
1104,環泥,2023Q2,twse,3754719,3026571,,,728148,,,728148,293393,,434755,395662,830417,128114,702303,,,702303,1096974,,1799277,690887,,11416,1787435,,11842,1.03
1108,幸福,2023Q2,twse,2414773,1940590,,,474183,,,474183,137296,1900,338787,9346,348133,69279,278854,,,278854,-48218,,230636,278854,,,230636,,,0.69
1109,信大,2023Q2,twse,3030613,2381032,,,649581,,,649581,152875,,496706,72322,569028,152048,416980,,,416980,-131887,,285093,346527,,70453,258805,,26288,1.02
1110,東泥,2023Q2,twse,1143437,996384,,,147053,,,147053,74671,,72382,26802,99184,14389,84795,,,84795,148164,,232959,101031,,-16236,249223,,-16264,0.18
1201,味全,2023Q2,twse,10033918,7347139,,,2686779,,,2686779,2473285,,213494,15529,229023,64565,164458,,,164458,-66219,,98239,164038,,420,97889,,350,0.32
1203,味王,2023Q2,twse,3112428,2264822,,,847606,0,0,847606,510355,,337251,31414,368665,115282,253383,0,,253383,14069,,267452,169219,,84164,202245,,65207,0.71
1210,大成,2023Q2,twse,54671047,47707276,,,6963771,,,6963771,4297300,,2666471,64145,2730616,538024,2192592,,,2192592,-155577,,2037015,1836687,,355905,1799440,,237575,2.17
1213,大飲,2023Q2,twse,115720,142309,,,-26589,,,-26589,23272,,-49861,-5779,-55640,4135,-59775,,,-59775,-38,,-59813,-59775,,,-59813,,,-1.06
1215,卜蜂,2023Q2,twse,14644087,12293757,,,2350330,,,2350330,1010089,-6208,1334033,-53267,1280766,271429,1009337,,,1009337,-518307,,491030,1023407,,-14070,505100,,-14070,3.47
1216,統一,2023Q2,twse,268802050,180493577,,,88308473,,,88308473,73669643,,14638830,16627616,31266446,12998612,18267834,,,18267834,-1833350,,16434484,11205403,,7062431,10100030,,6334454,1.97
1217,愛之味,2023Q2,twse,2330846,1670815,,,660031,,,660031,578861,,81170,42397,123567,27508,96059,,,96059,221860,,317919,86462,,9597,311906,,6013,0.17
1218,泰山,2023Q2,twse,5273321,4663702,,,609619,568,6171,615222,934781,,-319559,76596,-242963,209065,-452028,,,-452028,49236,,-402792,-452099,,71,-402871,,79,-0.93
1219,福壽,2023Q2,twse,8310934,7612441,,5380,703873,500,700,704073,540823,,163250,7161,170411,15485,154926,,,154926,-3619,,151307,137916,,17010,134901,,16406,0.42
1220,台榮,2023Q2,twse,1488004,1328752,,,159252,,,159252,127411,,31841,17333,49174,7030,42144,,,42144,,,42144,28257,,13887,28257,,13887,0.16
1225,福懋油,2023Q2,twse,7279942,6882961,22436,,419417,-810,,420227,298480,8,121755,4795,126550,16016,110534,,,110534,-3201,,107333,104836,,5698,101635,,5698,0.48
1227,佳格,2023Q2,twse,12203968,9517829,,,2686139,,,2686139,2229562,,456577,101673,558250,107083,451167,,,451167,-81044,,370123,442371,,8796,390429,,-20306,0.49
1229,聯華,2023Q2,twse,6511033,4907877,,,1603156,,,1603156,631253,,971903,2025769,2997672,84116,2913556,,,2913556,1954463,,4868019,2312467,,601089,3878642,,989377,1.47
1231,聯華食,2023Q2,twse,5194220,4099455,,,1094765,,,1094765,676787,,417978,-6224,411754,81900,329854,,,329854,-7279,,322575,329841,,13,323087,,-512,1.34
1232,大統益,2023Q2,twse,11869401,10612807,,,1256594,,,1256594,494312,,762282,41176,803458,174045,629413,,,629413,2459,,631872,604986,,24427,607445,,24427,3.78
1233,天仁,2023Q2,twse,1022169,430861,,,591308,0,0,591308,526162,,65146,10608,75754,14351,61403,,,61403,-34712,,26691,61293,,110,26743,,-52,0.68
1234,黑松,2023Q2,twse,4842054,3574397,,,1267657,,,1267657,999887,,267770,237224,504994,110516,394478,,,394478,-5947,,388531,394478,,,388531,,,0.98
1235,興泰,2023Q2,twse,15189,12185,,,3004,,,3004,6486,,-3482,-28037,-31519,725,-32244,,,-32244,133993,,101749,10085,,-42329,113189,,-11440,0.31
1236,宏亞,2023Q2,twse,880311,632008,,,248303,,,248303,246867,,1436,9907,11343,24991,-13648,,,-13648,-262533,,-276181,-13648,,,-276181,,,-0.13
1256,鮮活果汁-KY,2023Q2,twse,2328156,1652249,,,675907,,,675907,354165,,321742,55113,376855,91531,285324,,,285324,-120283,,165041,251690,,33634,144967,,20074,7.44
1301,台塑,2023Q2,twse,100660145,96264407,,,4395738,,,4395738,6851800,,-2456062,5995210,3539148,-28414,3567562,,,3567562,7871738,,11439300,3567562,,,11439300,,,0.56
1303,南亞,2023Q2,twse,129511971,120047273,,,9464698,0,1558,9466256,8703122,,763134,3042953,3806087,731281,3074806,,,3074806,-1344248,,1730558,1807919,,1266887,611263,,1119295,0.23
1304,台聚,2023Q2,twse,25934676,22679759,,,3254917,,,3254917,1961069,,1293848,-2120684,-826836,140036,-966872,,,-966872,-184358,,-1151230,-69460,,-897412,-193914,,-957316,-0.06
1305,華夏,2023Q2,twse,7120017,6146038,,,973979,,,973979,592726,,381253,12570,393823,119632,274191,,,274191,-13530,,260661,233042,,41149,219560,,41101,0.40
