stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2019Q1,twse,6288642,5879529,12168171,437610,340072,6398647,4991842,783577,4208265,,4208265,3532742,7741007,4208255,,10,7740980,,27,0.36
2881,富邦金,2019Q1,twse,34533013,75211948,109744961,128295,79444016,14838077,15334573,2765554,12569019,,12569019,64833645,77402664,12500898,,68121,76630464,,772200,1.22
2882,國泰金,2019Q1,twse,48506166,76579915,125086081,436824,87353303,21768774,15527180,1977167,13550013,,13550013,118698837,132248850,13213152,,336861,131469463,,779387,1.05
2883,凱基金,2019Q1,twse,15067162,52607864,67675026,-5743,55899318,6312467,5468984,532923,4936061,,4936061,28801849,33737910,3609693,,1326368,15525145,,18212765,0.25
2884,玉山金,2019Q1,twse,4826059,8650676,13476735,510350,,6818189,6148196,935372,5212824,,5212824,1036562,6249386,5209743,,3081,6246295,,3091,0.48
2885,元大金,2019Q1,twse,6323918,18671814,24995732,160804,8383130,9518539,6933259,1028585,5904674,,5904674,2400227,8304901,5432213,,472461,8132538,,172363,0.47
2886,兆豐金,2019Q1,twse,9106969,7577516,16684485,600445,-33439,7228050,8889429,1255454,7633975,,7633975,2946866,10580841,7633995,,-20,10580861,,-20,0.56
2887,台新新光金,2019Q1,twse,4733713,6309545,11043258,241101,,5823427,4978730,573854,4404876,,4404876,933984,5338860,4404958,,-82,5338942,,-82,0.37
2889,國票金,2019Q1,twse,408708,1199967,1608675,17000,,734019,857656,149806,707850,,707850,728209,1436059,632955,,74895,1324160,,111899,0.23
2890,永豐金,2019Q1,twse,3858681,5926745,9785426,190525,,5243802,4351099,596022,3755077,,3755077,1158053,4913130,3754997,,80,4913050,,80,0.33
2891,中信金,2019Q1,twse,27178298,53229079,80407377,1147046,49536201,16076097,13648033,2573597,11074436,,11074436,23412458,34486894,11073589,,847,34484016,,2878,0.57
2892,第一金,2019Q1,twse,7301246,8320013,15621259,1393302,2721500,5696851,5809606,999913,4809693,,4809693,4081298,8890991,4809693,,,8890991,,,0.39
5880,合庫金,2019Q1,twse,8675762,3534263,12210025,1575242,-202627,6021667,4815743,749750,4065993,,4065993,4210841,8276834,3933739,,132254,7637171,,639663,0.31
