stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2016Q4,tpex,396046,217061,178985,17267,196252,-4021,192231,,,192231,52280,,244511,,,,,,,0.91
6015,宏遠證,2016Q4,tpex,505523,807007,-301484,161717,-139767,-23918,-163685,,,-163685,2785,,-160900,-163685,,,-160900,,,-0.40
6016,康和證,2016Q4,tpex,1629965,2018734,-388769,43514,-345255,-7866,-353121,,,-353121,9031,,-344090,-354324,,1203,-345393,,1303,-0.57
6020,大展證,2016Q4,tpex,122117,128576,-6459,33361,26902,-5460,21442,,,21442,432,,21874,21445,,-3,21877,,-3,0.08
6021,美好證,2016Q4,tpex,355051,463742,-108691,58218,-50473,-6117,-56590,,,-56590,34262,,-22328,-56590,,0,-22328,,0,-0.18
6023,元大期貨,2016Q4,tpex,2933375,2535214,398161,592095,990256,-154550,835706,,,835706,100673,,936379,835706,0,,936379,0,,3.60
6026,福邦證,2016Q4,tpex,405475,269460,136015,2770,138785,-8930,129855,0,,129855,-39,,129816,120868,,8987,120829,,8987,0.50
