stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2015Q2,twse,2978412,1891467,781096,305849,12995,318844,813,318031,,,318031,7993,,326024,318104,,-73,326598,,-574,1.49
2832,台產,2015Q2,twse,2659088,1299801,502664,856623,1321,857944,76072,781872,,,781872,15013,,796885,,,,,,,2.15
2850,新產,2015Q2,twse,5632837,3901045,1189046,542746,2382,545128,46562,498566,,,498566,21199,,519765,,,,,,,1.58
2851,中再保,2015Q2,twse,7305217,6494620,174467,636130,0,636130,142603,493527,,,493527,67353,,560880,,,,,,,0.88
2852,第一保,2015Q2,twse,2546006,1677868,551380,316758,35,316793,50915,265878,,,265878,8487,,274365,,,,,,,0.88
