stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2025Q3,twse,8101135,5557848,1783707,759580,29000,788580,191167,597413,,,597413,1484,,598897,,,,,,,2.67
2832,台產,2025Q3,twse,5478572,3073604,1256367,1148601,-1807,1146794,212733,934061,,,934061,134123,,1068184,,,,,,,2.75
2850,新產,2025Q3,twse,16170116,10098506,2855783,3215827,5836,3221663,547224,2674439,,,2674439,-72783,,2601656,,,,,,,8.46
2851,中再保,2025Q3,twse,15964282,13656881,403971,1903430,757,1904187,304952,1599235,,,1599235,-361078,,1238157,,,,,,,2.00
2852,第一保,2025Q3,twse,5681110,3665311,1125542,890257,288,890545,159146,731399,,,731399,78587,,809986,,,,,,,2.43
