stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2023Q2,tpex,1393230,141106,1252124,22603,1274727,-1821,1276548,,,1276548,89709,,1366257,,,,,,,4.69
6015,宏遠證,2023Q2,tpex,580687,556112,24575,95982,120557,10296,110261,,,110261,-568,,109693,110261,,,109693,,,0.31
6016,康和證,2023Q2,tpex,2298182,1385389,912793,128066,1040859,-13900,1054759,,,1054759,-9085,,1045674,1052619,,2140,1044095,,1579,1.77
6020,大展證,2023Q2,tpex,301341,114250,187091,20529,207620,12956,194664,,,194664,239368,,434032,194664,,0,434032,,0,0.77
6021,美好證,2023Q2,tpex,515912,443465,72447,33807,106254,-4589,110843,,,110843,815371,,926214,110843,,,926214,,,0.36
6023,元大期貨,2023Q2,tpex,1631802,1811668,-179866,1292208,1112342,182459,929883,,,929883,159425,,1089308,929883,,,1089308,,,3.21
6026,福邦證,2023Q2,tpex,612955,284914,328041,11698,339739,48690,291049,,,291049,85799,,376848,302599,,-11550,388398,,-11550,0.80
