stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
3078,僑威,2016Q3,tpex,4411866,3245037,1166829,,,1166829,467020,,699809,-19310,680499,169823,510676,,,510676,-138283,,372393,510676,,,372393,,,2.25
3081,聯亞,2016Q3,tpex,1759646,644250,1115396,,,1115396,153728,,961668,-3862,957806,168118,789688,,,789688,,,789688,,,,,,,8.69
3083,網龍,2016Q3,tpex,248086,33531,214555,,,214555,325508,,-110953,29681,-81272,-843,-80429,,,-80429,-17991,,-98420,-78803,,-1626,-96794,,-1626,-0.92
3085,新零售,2016Q3,tpex,194070,152487,41583,,,41583,53168,,-11585,2783,-8802,1785,-10587,,,-10587,0,,-10587,-10587,,0,-10587,,0,-0.15
3086,華義*,2016Q3,tpex,169896,139451,30445,,,30445,154966,,-124521,-6368,-130889,20729,-151618,,,-151618,-11892,,-163510,-151500,,-118,-163392,,-118,-2.45
3088,艾訊,2016Q3,tpex,3542296,2225991,1316305,,,1316305,932846,,383459,-14728,368731,82939,285792,,,285792,-25777,,260015,274182,,11610,249324,,10691,3.47
3093,港建*,2016Q3,tpex,730270,433234,297036,,,297036,209934,,87102,7714,94816,19600,75216,,,75216,-4362,,70854,68817,,6399,66256,,4598,1.90
3095,及成,2016Q3,tpex,798138,635571,162567,,,162567,147330,0,15237,-17844,-2607,3118,-5725,-521504,,-527229,-23500,,-550729,-513450,,-13779,-529451,,-21278,-4.70
3105,穩懋,2016Q3,tpex,10416936,6389659,4027277,,,4027277,1116710,,2910567,332135,3242702,696252,2546450,,,2546450,412718,,2959168,2550993,,-4543,2969088,,-9920,4.62
3114,好德,2016Q3,tpex,1318618,1177194,141424,,,141424,121887,,19537,-24665,-5128,1600,-6728,,,-6728,-13278,,-20006,-6728,,0,-20006,,0,-0.13
3115,富榮綱,2016Q3,tpex,465567,425015,40552,,,40552,59087,,-18535,13329,-5206,-1102,-4104,,,-4104,-8074,,-12178,-4104,,,-12178,,,-0.09
3118,進階,2016Q3,tpex,365030,230719,134311,,,134311,88645,,45666,1089,46755,8094,38661,,,38661,,,38661,,,,,,,1.19
3122,笙泉,2016Q3,tpex,437856,279626,158230,,,158230,135225,,23005,-3004,20001,4474,15527,,,15527,-860,,14667,15527,,,14667,,,0.40
3128,昇銳,2016Q3,tpex,575466,457824,117642,,,117642,113054,,4588,1129,5717,1028,4689,,,4689,-367,,4322,2450,,2239,2245,,2077,0.06
3131,弘塑,2016Q3,tpex,1573244,924022,649222,,,649222,323560,,325662,-32258,293404,57871,235533,,,235533,214551,,450084,235533,,,450084,,,9.54
3141,晶宏,2016Q3,tpex,967004,519318,447686,,,447686,291659,-2173,153854,-4328,149526,25864,123662,,,123662,-6547,,117115,123662,,,117115,,,2.01
3152,璟德,2016Q3,tpex,1393591,537987,855604,,,855604,148703,,706901,-16218,690683,117416,573267,,,573267,,,573267,,,,,,,8.31
3162,精確,2016Q3,tpex,494102,475820,18282,,,18282,100540,,-82258,-24830,-107088,13346,-120434,,,-120434,-19134,,-139568,-120434,,,-139568,,,-2.13
3163,波若威,2016Q3,tpex,2566731,2020340,546391,,,546391,285929,,260462,20393,280855,55156,225699,,,225699,-54662,,171037,225699,,,171037,,,3.09
3169,亞信,2016Q3,tpex,478869,299605,179264,,,179264,124971,,54293,-746,53547,9085,44462,,,44462,-9327,,35135,44462,0,0,35135,,0,0.85
3171,炎洲流通,2016Q3,tpex,1248746,977115,271631,,,271631,223451,,48180,16029,64209,-1384,65593,,,65593,-6528,,59065,65593,,,59065,,,1.11
3176,基亞,2016Q3,tpex,307631,217977,89654,,,89654,612334,,-522680,-188128,-710808,-35360,-675448,,,-675448,13291,,-662157,-440349,,-235099,-427058,,-235099,-3.18
3188,鑫龍騰,2016Q3,tpex,65865,61536,4329,,,4329,23365,,-19036,-8173,-27209,-1598,-25611,-5851,,-31462,3977,,-27485,-31462,,,-27485,,,-0.38
3191,雲嘉南,2016Q3,tpex,401537,366211,35326,,,35326,202640,,-167314,-32670,-199984,460,-200444,,,-200444,-14294,,-214738,-200444,,,-214738,,,-3.66
3205,佰研,2016Q3,tpex,1220200,692401,527799,0,0,527799,177433,0,350366,-27764,322602,74507,248095,0,,248095,-3561,,244534,248095,,,244534,,,8.17
3206,志豐,2016Q3,tpex,1357680,1040039,317641,0,0,317641,245561,,72080,-20023,52057,14956,37101,,,37101,-34771,,2330,37101,,,2330,,,0.83
3207,耀勝,2016Q3,tpex,858578,731175,127403,,,127403,125322,,2081,13816,15897,4690,11207,,,11207,-13400,,-2193,11817,,-610,-1581,,-612,0.31
3211,順達,2016Q3,tpex,13810026,13176237,633789,,,633789,451384,,182405,305002,487407,118723,368684,,,368684,-414557,,-45873,368684,,,-45873,,,2.50
3213,茂訊,2016Q3,tpex,1526396,1199672,326724,493,,326231,179180,,147051,-1006,146045,27700,118345,,,118345,-4605,,113740,,,,,,,2.02
3217,優群,2016Q3,tpex,1078310,699240,379070,,,379070,232428,,146642,13180,159822,32337,127485,,,127485,8531,,136016,127485,,0,136016,,0,1.55
3218,大學光,2016Q3,tpex,792409,361860,430549,,,430549,362698,0,67851,-14285,53566,9129,44437,,,44437,-7967,,36470,44437,0,0,36470,0,0,0.67
3219,倚強科,2016Q3,tpex,111044,86836,24208,,,24208,38192,,-13984,431,-13553,0,-13553,,,-13553,-92,,-13645,-13553,,,-13645,,,-0.58
3221,台嘉碩,2016Q3,tpex,1421612,1144031,277581,13,,277568,190969,,86599,8708,95307,12974,82333,,,82333,-38095,,44238,82596,,-263,44787,,-549,0.96
3224,三顧,2016Q3,tpex,1326744,1216454,110290,,,110290,148518,,-38228,-12929,-51157,3785,-54942,,,-54942,-9197,,-64139,-54942,,,-64139,,,-1.37
3226,龍鋒,2016Q3,tpex,913279,672779,240500,,,240500,81698,,158802,-34238,124564,26381,98183,,,98183,193,,98376,98183,,,98376,,,1.52
3227,原相,2016Q3,tpex,3189112,1592703,1596409,,,1596409,1534779,,61630,40668,102298,27450,74848,,,74848,40,,74888,84582,,-9734,84622,,-9734,0.67
3228,金麗科,2016Q3,tpex,194162,55051,139111,,,139111,153107,,-13996,-3059,-17055,0,-17055,,,-17055,,,-17055,,,,,,,-0.27
3230,錦明,2016Q3,tpex,698825,637153,61672,,,61672,154761,-2247,-95336,6040,-89296,12186,-101482,,,-101482,-75921,,-177403,-101482,,0,-177403,,0,-0.94
3232,昱捷,2016Q3,tpex,386168,360642,25526,,,25526,70265,,-44739,-205,-44944,-1603,-43341,,,-43341,-8875,,-52216,-32683,,-10658,-39344,,-12872,-1.04
3234,光環,2016Q3,tpex,3100325,2305925,794400,0,,794400,401364,,393036,-33750,359286,45523,313763,,,313763,-12911,,300852,326857,,-13094,313946,,-13094,3.70
3236,千如,2016Q3,tpex,1522219,1169446,352773,,,352773,197152,,155621,-2235,153386,49314,104072,,,104072,-10369,,93703,101291,,2781,91972,,1731,1.61
3252,海灣,2016Q3,tpex,237668,137535,100133,,,100133,84141,,15992,-17617,-1625,27,-1652,,,-1652,,,-1652,8663,,-10315,8663,,-10315,0.40
3259,鑫創,2016Q3,tpex,474478,326909,147569,,,147569,226241,,-78672,2318,-76354,0,-76354,,,-76354,,,-76354,-76354,,,-76354,,,-0.94
3260,威剛,2016Q3,tpex,15812488,14115751,1696737,,,1696737,1459955,,236782,406510,643292,98663,544629,,,544629,-226138,,318491,561337,,-16708,322221,,-3730,2.62
3264,欣銓,2016Q3,tpex,4418500,3233418,1185082,,,1185082,414474,,770608,-15027,755581,131465,624116,,,624116,-10408,,613708,617849,,6267,607441,,6267,1.33
3265,台星科,2016Q3,tpex,2528494,2085411,443083,,,443083,164169,,278914,-177115,101799,17306,84493,,,84493,-12421,,72072,84493,0,,72072,0,,0.62
3268,海德威,2016Q3,tpex,574344,526938,47406,,,47406,69169,,-21763,-16701,-38464,-1456,-37008,,,-37008,15815,,-21193,-25261,,-11747,-9446,,-11747,-0.76
3272,東碩,2016Q3,tpex,2418671,1914127,504544,,,504544,335462,,169082,-16861,152221,56247,95974,,,95974,-41714,,54260,95974,,,54260,,,1.84
3276,宇環,2016Q3,tpex,1266739,1219917,46822,,,46822,138783,,-91961,80668,-11293,1122,-12415,,,-12415,-20926,,-33341,-406,880,-12889,-21332,880,-12889,-0.01
3284,太普高,2016Q3,tpex,640215,518168,122047,,,122047,87361,,34686,8522,43208,10319,32889,0,,32889,0,,32889,32889,,0,32889,,0,0.60
3285,微端,2016Q3,tpex,1041978,848898,193080,,,193080,132761,,60319,-13878,46441,17835,28606,,,28606,-16207,,12399,27005,,1601,11559,,840,0.61
3287,廣寰科,2016Q3,tpex,297268,230212,67056,,,67056,106230,,-39174,-2516,-41690,-369,-41321,,,-41321,-1249,,-42570,-35043,,-6278,-36004,,-6566,-0.80
3288,點晶,2016Q3,tpex,153840,143242,10598,,,10598,89237,,-78639,-10686,-89325,6722,-96047,,,-96047,1468,,-94579,-95866,,-181,-94398,,-181,-1.98
3289,宜特,2016Q3,tpex,1758379,1213164,545215,,,545215,378905,,166310,21676,187986,47655,140331,,,140331,-65423,,74908,210484,,-70153,146182,,-71274,4.14
3290,東浦,2016Q3,tpex,1729786,1495406,234380,,,234380,263485,,-29105,3650,-25455,19296,-44751,,,-44751,-84717,,-129468,-42472,,-2279,-124760,,-4708,-0.43
3293,鈊象,2016Q3,tpex,2510309,515083,1995226,,,1995226,1213253,,781973,-13023,768950,93224,675726,,,675726,-1577,,674149,675600,,126,674579,,-430,9.70
3294,英濟,2016Q3,tpex,3806317,3172370,633947,,,633947,484542,,149405,-8100,141305,119282,22023,,,22023,-203374,,-181351,39737,,-17714,-161915,,-19436,0.31
3297,杭特,2016Q3,tpex,349222,231060,118162,0,0,118162,110833,,7329,-6228,1101,-1540,2641,,,2641,-95,,2546,2641,,,2546,,,0.07
3303,岱稜,2016Q3,tpex,1795124,1301012,494112,,,494112,314645,,179467,-40577,138890,27303,111587,,,111587,-21824,,89763,125329,,-13742,103505,,-13742,1.31
3306,鼎天,2016Q3,tpex,1014896,771276,243620,,,243620,234428,1236,10428,34971,45399,4541,40858,,,40858,100215,,141073,40858,,,141073,,,0.81
3310,佳穎,2016Q3,tpex,519703,391213,128490,,,128490,56144,,72346,-43806,28540,4201,24339,,,24339,0,,24339,24339,,0,24339,,0,0.22
3313,斐成,2016Q3,tpex,1184596,1004820,179776,,,179776,224837,,-45061,-39836,-84897,30817,-115714,,,-115714,-996,,-116710,-94701,,-21013,-95697,,-21013,-1.13
3317,尼克森,2016Q3,tpex,1726903,1409061,317842,,,317842,264307,,53535,-7867,45668,6856,38812,,,38812,-1268,,37544,38812,,0,37544,,0,0.63
3322,建舜電,2016Q3,tpex,1693141,1411447,281694,,,281694,336438,,-54744,-26305,-81049,2669,-83718,,,-83718,-27271,,-110989,-79748,,-3970,-107019,,-3970,-0.92
3323,加百裕,2016Q3,tpex,3521369,3169399,351970,,,351970,275880,,76090,-6287,69803,17746,52057,,,52057,-18785,,33272,52057,,,33272,,,0.59
3324,雙鴻,2016Q3,tpex,4819287,3803281,1016006,,,1016006,461708,,554298,-16963,537335,111995,425340,,,425340,-83254,,342086,423534,,1806,340842,,1244,5.83
3325,旭品,2016Q3,tpex,982511,821890,160621,,,160621,137671,,22950,-4349,18601,9883,8718,,,8718,-58850,,-50132,8718,,,-50132,,,0.12
3332,幸康,2016Q3,tpex,835547,537361,298186,,,298186,200754,,97432,8498,105930,14493,91437,,,91437,-57210,,34227,91437,,,34227,,,1.90
3339,泰谷,2016Q3,tpex,722056,876390,-154334,,,-154334,77747,,-232081,-146131,-378212,0,-378212,,,-378212,-237,,-378449,-378212,,0,-378212,,-237,-3.93
3354,律勝,2016Q3,tpex,331409,271535,59874,,,59874,82649,,-22775,-10348,-33123,-4709,-28414,,,-28414,-25980,,-54394,-28414,,,-54394,,,-0.35
3360,尚立,2016Q3,tpex,8680110,8394089,286021,,,286021,188133,,97888,-23758,74130,18480,55650,,,55650,-2263,,53387,59828,,-4178,57565,,-4178,0.85
3362,先進光,2016Q3,tpex,1061240,770608,290632,,,290632,198728,,91904,-45051,46853,8641,38212,,,38212,-10053,,28159,38212,,,28159,,,0.42
3363,上詮,2016Q3,tpex,1091427,916252,175175,,,175175,161293,,13882,178142,192024,46632,145392,,,145392,-26097,,119295,143250,,2142,117153,,2142,1.87
3372,典範,2016Q3,tpex,1316805,1400317,-83512,,,-83512,103742,,-187254,-42511,-229765,0,-229765,,,-229765,,,-229765,,,,,,,-0.56
3373,熱映,2016Q3,tpex,692590,499481,193109,,,193109,125966,,67143,-11408,55735,7452,48283,,,48283,-23868,,24415,48283,,,24415,,,1.12
3374,精材,2016Q3,tpex,3113940,3220539,-106599,,,-106599,359505,49365,-416739,-21102,-437841,-74433,-363408,,,-363408,1236,,-362172,,,,,,,-1.35
3379,彬台,2016Q3,tpex,430510,351582,78928,,,78928,142696,-131,-63899,2177,-61722,-5336,-56386,,,-56386,-13244,,-69630,-56386,,,-69630,,,-1.48
3388,崇越電,2016Q3,tpex,5291087,4413657,877430,,,877430,568110,,309320,-7822,301498,65321,236177,,,236177,-102713,,133464,223997,,12180,121514,,11950,3.61
3390,旭軟,2016Q3,tpex,468914,409002,59912,,,59912,81232,0,-21320,-15093,-36413,-4161,-32252,,,-32252,4321,,-27931,-32252,,,-27931,,,-0.49
3402,漢科,2016Q3,tpex,2422685,2034638,388047,,,388047,207777,,180270,-6570,173700,28720,144980,,,144980,-14463,,130517,144980,,,130517,,,1.98
3434,哲固,2016Q3,tpex,536382,442793,93589,,,93589,70742,,22847,-7786,15061,4085,10976,,,10976,-128,,10848,10976,,,10848,,,0.48
3438,類比科,2016Q3,tpex,732606,627827,104779,,,104779,126381,,-21602,-4453,-26055,-3176,-22879,,,-22879,-473,,-23352,-22879,,,-23352,,,-0.59
3441,聯一光電,2016Q3,tpex,362769,310467,52302,,,52302,71927,,-19625,-17432,-37057,-1676,-35381,,,-35381,-41712,,-77093,-33102,,-2279,-70915,,-6178,-0.83
3444,利機,2016Q3,tpex,673209,546980,126229,,,126229,96782,,29447,4415,33862,4909,28953,,,28953,-6946,,22007,28953,,0,22007,,0,0.74
3455,由田,2016Q3,tpex,1049017,546401,502616,,,502616,385170,,117446,-74237,43209,11905,31304,,,31304,-4933,,26371,31304,,,26371,,,0.51
3465,進泰電子,2016Q3,tpex,116711,112534,4177,,,4177,46437,,-42260,13003,-29257,803,-30060,,,-30060,-172,,-30232,-30060,,,-30232,,,-2.28
3466,德晉,2016Q3,tpex,1380682,1098795,281887,,,281887,309485,,-27598,1271,-26327,-3866,-22461,,,-22461,-49878,,-72339,-22461,,,-72339,,,-0.37
3479,安勤,2016Q3,tpex,3950414,2905588,1044826,,,1044826,675640,0,369186,5509,374695,93436,281259,0,,281259,-31514,,249745,279426,,1833,253094,,-3349,4.09
3483,力致,2016Q3,tpex,2566063,2101301,464762,,,464762,399098,,65664,-5242,60422,15235,45187,,,45187,-77546,,-32359,52120,,-6933,-25003,,-7356,1.10
3484,崧騰,2016Q3,tpex,2549507,1932537,616970,,,616970,439842,,177128,-25338,151790,19733,132057,,,132057,-78768,,53289,130371,,1686,53843,,-554,2.00
3489,森寶,2016Q3,tpex,1021139,850302,170837,,,170837,39251,5150,136736,-7856,128880,24329,104551,,,104551,0,,104551,104551,,,104551,,,1.26
3490,單井,2016Q3,tpex,596989,468976,128013,,,128013,142894,,-14881,111854,96973,44743,52230,,,52230,-9072,,43158,54509,,-2279,45437,,-2279,0.85
3491,昇達科,2016Q3,tpex,1106969,725682,381287,,,381287,206893,,174394,-2763,171631,23742,147889,,,147889,-46301,,101588,140550,,7339,113784,,-12196,2.73
3492,長盛,2016Q3,tpex,831923,589629,242294,0,0,242294,144180,,98114,-9560,88554,20507,68047,0,,68047,-13878,,54169,68047,0,0,54169,0,0,1.92
3498,陽程,2016Q3,tpex,1358382,897659,460723,,,460723,301289,0,159434,-30936,128498,51820,76678,,,76678,-65360,,11318,77487,,-809,12099,,-781,0.85
3499,環天科,2016Q3,tpex,395260,289134,106126,,,106126,130277,,-24151,2354,-21797,-4289,-17508,0,,-17508,-18570,,-36078,-17508,0,0,-36078,0,0,-0.32
3508,位速,2016Q3,tpex,766528,907740,-141212,,,-141212,228225,,-369437,-63710,-433147,2451,-435598,-973,,-436571,-52928,,-489499,-436571,0,0,-489499,,0,-4.76
3511,矽瑪,2016Q3,tpex,887803,739271,148532,,,148532,245250,,-96718,-26237,-122955,1371,-124326,,,-124326,1835,,-122491,-122778,,-1548,-116667,,-5824,-3.15
3512,皇龍,2016Q3,tpex,400272,378298,21974,,,21974,75641,,-53667,-5670,-59337,262,-59599,,,-59599,-25226,,-84825,-59599,,,-84825,,,-1.01
3516,亞帝歐,2016Q3,tpex,555986,517731,38255,,,38255,116770,,-78515,28703,-49812,9,-49821,,,-49821,-70297,,-120118,-49821,,,-120118,,,-0.72
3520,華盈,2016Q3,tpex,445804,388030,57774,,,57774,77668,89,-19805,-11724,-31529,-581,-30948,,,-30948,-7893,,-38841,-31734,,786,-39627,,786,-0.59
3521,台鋼建設,2016Q3,tpex,466756,399182,67574,,,67574,64180,,3394,-2881,513,,513,,,513,,,513,,,,,,,0.01
3522,御嵿,2016Q3,tpex,886378,799347,87031,0,0,87031,105873,,-18842,8780,-10062,4184,-14246,0,,-14246,-18761,,-33007,-14324,,78,-33085,,78,-0.27
3523,迎輝,2016Q3,tpex,380204,515522,-135318,,,-135318,138726,,-274044,-23138,-297182,,-297182,,,-297182,15134,,-282048,-297182,,,-282048,,,-3.09
