stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2016Q3,twse,63016298,51410157,11606141,,,11606141,3571054,,8035087,-263974,7771113,1684433,6086680,,,6086680,-6169989,,-83309,4546032,,1540648,819090,,-902399,1.23
1102,亞泥,2016Q3,twse,44104283,38442512,5661771,0,680,5662451,1623845,,4038606,-713994,3324612,622632,2701980,,,2701980,-14048462,,-11346482,2341615,,360365,-10648901,,-697581,0.75
1103,嘉泥,2016Q3,twse,2104649,2043539,61110,,,61110,256165,0,-195055,123834,-71221,32496,-103717,,,-103717,2028983,,1925266,-119540,,15823,1835459,,89807,-0.19
1104,環泥,2016Q3,twse,3362708,2908298,454410,,,454410,276173,,178237,1100499,1278736,76656,1202080,,,1202080,-354083,,847997,1213662,,-11582,859579,,-11582,1.91
1108,幸福,2016Q3,twse,3160477,2612970,547507,,,547507,183146,106,364467,-13200,351267,68784,282483,-8936,,273547,151,,273698,273857,,-310,274015,,-317,0.67
1109,信大,2016Q3,twse,3025702,2614460,411242,,,411242,268406,,142836,-44101,98735,22268,76467,,,76467,-122186,,-45719,83594,,-7127,9330,,-55049,0.22
1110,東泥,2016Q3,twse,1087712,1077528,10184,,,10184,54780,,-44596,251765,207169,-19424,226593,,,226593,-49776,,176817,126691,,99902,76916,,99901,0.22
1201,味全,2016Q3,twse,13011614,9208590,3803024,,,3803024,4690727,,-887703,389977,-497726,-11333,-486393,76665,,-409728,-255283,,-665011,-449530,,39802,-704299,,39288,-0.89
1203,味王,2016Q3,twse,4752123,3501782,1250341,0,0,1250341,736537,,513804,33557,547361,123745,423616,0,,423616,-39933,,383683,298977,,124639,266734,,116949,1.26
1210,大成,2016Q3,twse,55421051,48123272,7297779,,,7297779,5363576,,1934203,332941,2267144,277949,1989195,0,,1989195,-762516,,1226679,1595469,,393726,1266231,,-39552,2.33
1213,大飲,2016Q3,twse,535562,463982,71580,,,71580,53315,,18265,5030,23295,4153,19142,,,19142,63,,19205,19142,,,19205,,,0.34
1215,卜蜂,2016Q3,twse,13327847,11367892,1959955,,,1959955,949367,1052,1011640,59615,1071255,204067,867188,,,867188,745350,,1612538,846366,,20822,1597491,,15047,3.16
1216,統一,2016Q3,twse,318948156,210649990,108298166,,,108298166,90678153,,17620013,7898631,25518644,5691471,19827173,,,19827173,-5432446,,14394727,13239483,,6587690,9018060,,5376667,2.33
1217,愛之味,2016Q3,twse,3313279,2232875,1080404,,,1080404,1049041,,31363,-75720,-44357,7894,-52251,0,,-52251,-117933,,-170184,-62041,,9790,-177779,,7595,-0.13
1218,泰山,2016Q3,twse,6154894,5041353,1113541,676,208,1113073,1001566,,111507,186872,298379,24320,274059,,,274059,-6912,,267147,273910,,149,266998,,149,0.81
1219,福壽,2016Q3,twse,7978629,7254721,723908,,,723908,643936,,79972,10137,90109,37561,52548,,,52548,-3278,,49270,121438,,-68890,118745,,-69475,0.38
1220,台榮,2016Q3,twse,2122663,1812931,309732,,,309732,169140,,140592,9077,149669,26656,123013,,,123013,10283,,133296,128343,,-5330,137868,,-4572,0.72
1225,福懋油,2016Q3,twse,7927814,7062356,865458,212,,865246,414156,902,451992,627,452619,104927,347692,,,347692,-56600,,291092,272672,,75020,216072,,75020,1.25
1227,佳格,2016Q3,twse,19546996,13609421,5937575,,,5937575,3725274,,2212301,185366,2397667,475620,1922047,,,1922047,-328767,,1593280,1901466,,20581,1573371,,19909,2.18
1229,聯華,2016Q3,twse,3948513,3071310,877203,,,877203,411578,,465625,1262681,1728306,92932,1635374,,,1635374,1200613,,2835987,1645636,,-10262,2849991,,-14004,1.81
1231,聯華食,2016Q3,twse,4955069,3921876,1033193,0,0,1033193,707765,,325428,75820,401248,82005,319243,0,,319243,-16974,,302269,315733,,3510,300029,,2240,2.06
1232,大統益,2016Q3,twse,12725711,11437386,1288325,,,1288325,469372,,818953,-39815,779138,137322,641816,,,641816,0,,641816,634040,,7776,634040,,7776,3.96
1233,天仁,2016Q3,twse,1592286,690286,902000,,,902000,762240,,139760,10866,150626,26238,124388,0,,124388,-49297,,75091,123502,,886,74231,,860,1.36
1234,黑松,2016Q3,twse,6630816,4798944,1831872,,,1831872,1688681,,143191,968216,1111407,111868,999539,,,999539,-44742,,954797,999539,,,954797,,,2.49
1235,興泰,2016Q3,twse,102389,52124,50265,,,50265,83422,,-33157,308000,274843,8116,266727,,,266727,1226296,,1493023,266443,,284,1492739,,284,4.54
1236,宏亞,2016Q3,twse,1474381,1110727,363654,,,363654,372569,,-8915,24128,15213,6784,8429,,,8429,-3815,,4614,8429,,0,4614,,,0.08
1256,鮮活果汁-KY,2016Q3,twse,2206093,1545007,661086,,,661086,318344,,342742,-18078,324664,118218,206446,,,206446,-55804,,150642,205828,,618,150243,,399,7.58
1301,台塑,2016Q3,twse,129726099,114096015,15630084,,,15630084,8078402,,7551682,22884110,30435792,3099051,27336741,,,27336741,-5958911,,21377830,27336741,,,21377830,,,4.29
1303,南亞,2016Q3,twse,202614025,180099951,22514074,56813,,22457261,13118807,,9338454,16050194,25388648,3644893,21743755,,,21743755,-8755443,,12988312,22154061,,-410306,13611343,,-623031,2.79
1304,台聚,2016Q3,twse,38731321,33785131,4946190,,,4946190,2655783,,2290407,-59236,2231171,468072,1763099,9805,,1772904,-262641,,1510263,986072,,786832,935687,,574576,0.96
1305,華夏,2016Q3,twse,10653595,8667494,1986101,,,1986101,820561,,1165540,-90108,1075432,167894,907538,9805,,917343,-27830,,889513,866882,,50461,839047,,50466,1.81
1307,三芳,2016Q3,twse,8284910,5823506,2461404,,,2461404,1245735,,1215669,-49943,1165726,225877,939849,,,939849,-325799,,614050,939849,,,614050,,,2.36
1308,亞聚,2016Q3,twse,4022583,3515474,507109,,,507109,150941,,356168,169394,525562,80825,444737,,,444737,218289,,663026,444737,,,663026,,,0.88
1309,台達化,2016Q3,twse,11714485,11115772,598713,,,598713,507748,,90965,-31334,59631,41642,17989,,,17989,-80538,,-62549,17989,,,-62549,,,0.05
1310,台苯,2016Q3,twse,10268542,8714711,1553831,,,1553831,313557,,1240274,-22902,1217372,241857,975515,,,975515,-94157,,881358,1033739,,-58224,947260,,-65902,1.96
1312,國喬,2016Q3,twse,14115456,11839392,2276064,,,2276064,911506,,1364558,571336,1935894,328346,1607548,,,1607548,-3560,,1603988,1478293,,129255,1369069,,234919,1.63
1313,聯成,2016Q3,twse,29185936,27618460,1567476,,,1567476,1225465,,342011,350864,692875,97799,595076,,,595076,-324176,,270900,595076,,0,270900,,0,0.52
1314,中石化,2016Q3,twse,19085038,19590895,-505857,501,682,-505676,906780,,-1412456,18799,-1393657,39663,-1433320,,,-1433320,-400932,,-1834252,-1426855,,-6465,-1827373,,-6879,-0.62
1315,達新,2016Q3,twse,2229805,1785788,444017,,,444017,335570,,108447,124607,233054,18674,214380,,,214380,34910,,249290,213961,,419,249612,,-322,1.12
1316,上曜,2016Q3,twse,408738,315581,93157,,,93157,179276,,-86119,15569,-70550,9991,-80541,,,-80541,1467,,-79074,-99682,,19141,-96677,,17603,-0.62
