stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2023Q4,twse,10177513,6703382,2172036,1302095,7514,1309609,109263,1200346,,,1200346,95448,,1295794,,,,,,,5.37
2832,台產,2023Q4,twse,6768286,4115988,1471841,1180457,-2203,1178254,199985,978269,,,978269,627970,,1606239,,,,,,,2.70
2850,新產,2023Q4,twse,19938669,12723662,3700296,3514711,7986,3522697,608514,2914183,,,2914183,377238,,3291421,,,,,,,9.22
2851,中再保,2023Q4,twse,21978208,18806326,682262,2489620,5165,2494785,404841,2089944,,,2089944,-33383,,2056561,,,,,,,2.61
2852,第一保,2023Q4,twse,7394603,5105494,1533998,755111,-643,754468,118227,636241,,,636241,145694,,781935,,,,,,,2.11
