stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2022Q1,twse,12456994,11027775,1429219,303632,1125587,0,1125587,751160,1876747,878261,,247326,1534865,,341882,0.54
1718,中纖,2022Q1,twse,8065113,6967146,1097967,300916,797051,,797051,118528,915579,-197914,,994965,32326,,883253,-0.15
2207,和泰車,2022Q1,twse,61172896,54554131,6618765,1373540,5245225,,5245225,718988,5964213,4293291,,951934,4896733,,1067480,7.86
2905,三商,2022Q1,twse,60140866,62649191,-2508325,342154,-2850479,,-2850479,-2046317,-4896796,-1007406,,-1843073,-1881564,,-3015232,-1.16
