stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2019Q4,twse,25413577,21290756,46704333,1409146,396178,26202751,18696258,2740890,15955368,,15955368,4879056,20834424,15955270,,98,20834297,,127,1.31
2881,富邦金,2019Q4,twse,136680746,311311676,447992422,3223307,316278218,63022482,65468415,5895528,59572887,,59572887,112270524,171843411,58497257,,1075630,169621040,,2222371,5.46
2882,國泰金,2019Q4,twse,196366505,359520693,555887198,2205393,394074197,89050434,70557174,6697870,63859304,,63859304,189381909,253241213,62757286,,1102018,251892166,,1349047,4.76
2883,凱基金,2019Q4,twse,63477530,176904570,240382100,347979,191941972,26526342,21565807,1911986,19653821,,19653821,50599660,70253481,12795690,,6858131,32007360,,38246121,0.88
2884,玉山金,2019Q4,twse,19871069,34651549,54522618,1598078,,29854264,23070276,2949766,20120510,,20120510,138758,20259268,20105129,,15381,20244626,,14642,1.73
2885,元大金,2019Q4,twse,26132919,81475158,107608077,1352694,42443850,38270636,25540897,3399314,22141583,,22141583,2335038,24476621,20445508,,1696075,23571510,,905111,1.75
2886,兆豐金,2019Q4,twse,35066848,30208014,65274862,687183,34968,30898437,33654274,4699474,28954800,,28954800,3982425,32937225,28956244,0,-1444,32938669,0,-1444,2.13
2887,台新新光金,2019Q4,twse,19589297,24052114,43641411,2615115,,24752722,16273574,1787643,14485931,,14485931,1019947,15505878,14488021,,-2090,15507543,,-1665,1.19
2889,國票金,2019Q4,twse,1795924,5179105,6975029,249144,,3154593,3571292,563042,3008250,,3008250,1765225,4773475,2629834,,378416,4331585,,441890,0.92
2890,永豐金,2019Q4,twse,16103684,20226199,36329883,836293,,21236952,14256638,1779649,12476989,,12476989,1235768,13712757,12477021,,-32,13712789,,-32,1.11
2891,中信金,2019Q4,twse,110637306,154080422,264717728,5641291,139137229,68130130,51809078,8926802,42882276,,42882276,33464443,76346719,42879806,,2470,76346177,,542,2.16
2892,第一金,2019Q4,twse,29604239,32713635,62317874,3852196,11256010,23901112,23308556,3939805,19368751,,19368751,7399241,26767992,19368751,,,26767992,,,1.55
5880,合庫金,2019Q4,twse,35345799,13750326,49096125,4117955,-1531720,25786246,20723644,3111228,17612416,,17612416,6340739,23953155,17235959,,376457,22563511,,1389644,1.33
