stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2016Q1,twse,1220957,1036067,184890,36058,220948,-28834,192114,,,192114,-13698,,178416,190181,,1933,176405,,2011,0.15
6005,群益證,2016Q1,twse,1398854,1312036,86818,199120,285938,-65017,220921,,,220921,110235,,331156,161807,,59114,274852,,56304,0.07
6024,群益期,2016Q1,twse,567605,446679,120926,42211,163137,-18590,144547,,,144547,-6129,,138418,144776,,-229,139153,,-735,1.18
