stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2025Q3,twse,21643522,30427041,52070563,138536,1015698,26292447,24623882,4714020,19909862,,19909862,4836087,24745949,19909736,,126,24745786,,163,1.43
2881,富邦金,2025Q3,twse,139785951,97651300,237437251,8254977,55366039,69066644,104749591,13726460,91023131,,91023131,-36165012,54858119,90905174,,117957,54674704,,183415,6.23
2882,國泰金,2025Q3,twse,198115165,51664252,249779417,4948860,80356908,82286084,82187565,7288136,74899429,0,74899429,-18110312,56789117,74622032,,277397,58414267,,-1625150,4.84
2883,凱基金,2025Q3,twse,56902668,-20052900,36849768,446573,-10677788,27015008,20065975,1013738,19052237,,19052237,-174179,18878058,19050456,,1781,18881691,,-3633,1.09
2884,玉山金,2025Q3,twse,29593244,38152995,67746239,4233266,,32281584,31231389,5008666,26222723,,26222723,-627298,25595425,26203468,,19255,25576417,,19008,1.62
2885,元大金,2025Q3,twse,28883797,60923685,89807482,1128870,7608359,46706769,34363484,5632976,28730508,,28730508,7867977,36598485,26694596,,2035912,34757329,,1841156,2.00
2886,兆豐金,2025Q3,twse,28280433,33912763,62193196,2126305,162274,27033236,32871381,4585982,28285399,,28285399,14124966,42410365,28285399,,,42410365,,,1.91
2887,台新新光金,2025Q3,twse,50871571,38776282,89647853,2455611,25987078,35436885,25768279,3135107,22633172,,22633172,22689827,45322999,22610779,,22393,45299839,,23160,1.30
2889,國票金,2025Q3,twse,1368911,4664877,6033788,224107,,3221022,2588659,571908,2016751,,2016751,2176776,4193527,1707261,,309490,3769366,,424161,0.47
2890,永豐金,2025Q3,twse,26777151,28672202,55449353,2072822,,28377019,24999512,4273988,20725524,,20725524,2247470,22972994,20541404,,184120,22939601,,33393,1.57
2891,中信金,2025Q3,twse,108680493,65278410,173958903,10241105,18928452,74825529,69963817,7987860,61975957,,61975957,-5798968,56176989,60759332,,1216625,53391032,,2785957,3.06
2892,第一金,2025Q3,twse,25248521,32685473,57933994,3678760,2629359,25081114,26544761,4845987,21698774,,21698774,6049006,27747780,21698774,,,27747780,,,1.51
5880,合庫金,2025Q3,twse,25419341,29783415,55202756,2533538,7801551,24615914,20251753,4011126,16240627,,16240627,9002749,25243376,16193782,,46845,24758014,,485362,1.03
