stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2020Q2,twse,14674968,14395837,279131,379414,-100283,1967416,1867133,-785526,1081607,1493225,,373908,706801,,374806,0.93
1718,中纖,2020Q2,twse,13958104,12857855,1100249,371571,728678,,728678,69054,797732,-699456,,1428134,-732667,,1530399,-0.54
2207,和泰車,2020Q2,twse,114296088,104016580,10279508,2322609,7956899,,7956899,-1127305,6829594,6713360,,1243539,5620875,,1208719,12.29
2905,三商,2020Q2,twse,99215599,96609678,2605921,564104,2041817,,2041817,-2967154,-925337,902446,,1139371,-419036,,-506301,1.16
