stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2022Q1,twse,7630585,4843678,12474263,389251,691309,6833053,4560650,866363,3694287,,3694287,-6280940,-2586653,3694267,,20,-2586689,,36,0.28
2881,富邦金,2022Q1,twse,38912740,95182319,134095059,1054355,58681432,16801854,57557418,10576794,46980624,,46980624,-136659384,-89678760,46477062,,503562,-87667526,,-2011234,3.94
2882,國泰金,2022Q1,twse,50042435,82034447,132076882,47565,71020633,21200251,39808433,5433150,34375283,,34375283,-181104992,-146729709,34206762,,168521,-147190984,,461275,2.60
2883,凱基金,2022Q1,twse,16499699,25157033,41656732,-104719,22548567,7607996,11604888,1924701,9680187,,9680187,-40361734,-30681547,9673661,,6526,-30693594,,12047,0.58
2884,玉山金,2022Q1,twse,7383914,6167073,13550987,344264,,7867436,5339287,1012481,4326806,,4326806,-2870318,1456488,4325267,,1539,1454791,,1697,0.32
2885,元大金,2022Q1,twse,7712078,18107471,25819549,-45770,6205256,11388306,8271757,1623662,6648095,,6648095,-7794791,-1146696,6166106,,481989,-1787212,,640516,0.51
2886,兆豐金,2022Q1,twse,8493119,5762101,14255220,304491,57313,7216243,6677173,631069,6046104,,6046104,-6673873,-627769,6046104,,0,-627769,,0,0.44
2887,台新新光金,2022Q1,twse,6718128,9892913,16611041,556783,6060527,7058926,2934805,793660,2141145,,2141145,474686,2615831,2143825,,-2680,2618511,,-2680,0.15
2889,國票金,2022Q1,twse,644822,937389,1582211,-3093,,940533,644771,129165,515606,,515606,-1967939,-1452333,405728,,109878,-1455563,,3230,0.14
2890,永豐金,2022Q1,twse,5887943,6622137,12510080,774230,,6477690,5258160,849200,4408960,,4408960,-3867405,541555,4408960,,0,541555,,0,0.39
2891,中信金,2022Q1,twse,28534594,29033497,57568091,1247037,16254329,18999759,21066966,4477617,16589349,,16589349,-27343604,-10754255,16292457,,296892,-11625415,,871160,0.84
2892,第一金,2022Q1,twse,9199848,6271670,15471518,288669,2875208,6363333,5944308,1000186,4944122,,4944122,1125403,6069525,4944122,,,6069525,,,0.38
5880,合庫金,2022Q1,twse,9039656,2516491,11556147,-62711,-176303,6513875,5281286,804373,4476913,,4476913,-6820305,-2343392,4297777,,179136,-1998784,,-344608,0.32
