stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2018Q3,twse,4868904,3712958,1155946,306601,1462547,230167,1232380,,,1232380,125425,,1357805,1226699,,5681,1351129,,6676,0.88
6005,群益證,2018Q3,twse,6682706,5031200,1651506,753449,2404955,458590,1946365,,,1946365,-437634,,1508731,1614953,,331412,1170645,,338086,0.70
6024,群益期,2018Q3,twse,2323705,1772641,551064,307098,858162,104308,753854,,,753854,14409,,768263,751541,,2313,765302,,2961,4.26
