stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2015Q4,twse,93679076,79151059,14528017,,,14528017,4854318,,9673699,-1007684,8666015,1740389,6925626,,,6925626,-7518044,,-592418,5775989,,1149637,-806454,,214036,1.56
1102,亞泥,2015Q4,twse,66287480,59228641,7058839,92,,7058747,3018802,,4039945,2774213,6814158,1879675,4934483,,,4934483,-3860529,,1073954,4860241,,74242,1343662,,-269708,1.55
1103,嘉泥,2015Q4,twse,2826519,2934267,-107748,,,-107748,463763,980475,408964,-214064,194900,-18421,213321,,,213321,-5168459,,-4955138,221518,,-8197,-4760135,,-195003,0.34
1104,環泥,2015Q4,twse,5163751,4626191,537560,,,537560,364277,,173283,1298315,1471598,88490,1383108,,,1383108,-589701,,793407,1392731,,-9623,803364,,-9957,2.22
1108,幸福,2015Q4,twse,5021353,4115087,906266,,,906266,281937,14,624343,-8019,616324,112889,503435,-40672,,462763,114,,462877,470161,,-7398,470063,,-7186,1.16
1109,信大,2015Q4,twse,4350645,3911089,439556,,,439556,381758,,57798,-46743,11055,68462,-57407,0,,-57407,-72042,,-129449,17977,,-75384,-38346,,-91103,0.04
1110,東泥,2015Q4,twse,1857289,1718202,139087,,,139087,67805,,71282,72677,143959,-507,144466,,,144466,-249155,,-104689,143995,,471,-105156,,467,0.25
1201,味全,2015Q4,twse,20051241,14550795,5500446,,,5500446,6895500,,-1395054,-503074,-1898128,-209136,-1688992,-504597,,-2193589,-135041,,-2328630,-1913684,,-279905,-2048681,,-279949,-3.78
1203,味王,2015Q4,twse,6632768,5002047,1630721,0,0,1630721,911475,,719246,-113331,605915,146177,459738,0,,459738,-128058,,331680,266646,,193092,188977,,142703,1.12
1210,大成,2015Q4,twse,78252167,69848045,8404122,,,8404122,6862462,,1541660,-572961,968699,482484,486215,,,486215,-195505,,290710,591381,,-105166,516983,,-226273,0.87
1213,大飲,2015Q4,twse,736453,628989,107464,,,107464,87850,,19614,1844,21458,4947,16511,,,16511,0,,16511,16511,,,16511,,,0.32
1215,卜蜂,2015Q4,twse,16553896,14525501,2028395,,,2028395,1143186,-1025,884184,28311,912495,191409,721086,,,721086,-632175,,88911,687768,,33318,56189,,32722,2.57
1216,統一,2015Q4,twse,416151323,278229027,137922296,,,137922296,116284564,,21637732,5611628,27249360,5656195,21593165,,,21593165,-4169052,,17424113,14107839,,7485326,11866078,,5558035,2.48
1217,愛之味,2015Q4,twse,4019258,2742430,1276828,,,1276828,1467322,,-190494,247471,56977,19352,37625,22103,,59728,-26753,,32975,48394,,11334,31189,,1786,0.09
1218,泰山,2015Q4,twse,8018394,6710735,1307659,208,182,1307633,1410336,,-102703,206985,104282,-19669,123951,,,123951,-70077,,53874,123750,,201,53673,,201,0.36
1219,福壽,2015Q4,twse,9732986,8914882,818104,,,818104,757915,1716,61905,31482,93387,30968,62419,,,62419,-21726,,40693,97627,,-35208,76207,,-35514,0.31
1220,台榮,2015Q4,twse,3275779,2928477,347302,,,347302,235231,,112071,19190,131261,24140,107121,,,107121,-11258,,95863,119407,,-12286,107454,,-11591,0.67
1225,福懋油,2015Q4,twse,10884323,10079616,804707,-107,,804814,610117,702377,897074,-23759,873315,281980,591335,,,591335,5400,,596735,558316,,33019,563716,,33019,2.55
1227,佳格,2015Q4,twse,25514586,17473736,8040850,,,8040850,4753802,,3287048,111503,3398551,646084,2752467,,,2752467,-191612,,2560855,2730613,,21854,2538837,,22018,3.47
1229,聯華,2015Q4,twse,5304291,4518461,785830,,,785830,483252,,302578,1110860,1413438,5444,1407994,0,,1407994,-1738570,,-330576,1416016,,-8022,-321298,,-9278,1.59
1231,聯華食,2015Q4,twse,6456465,5152725,1303740,,,1303740,950732,,353008,84761,437769,79075,358694,,,358694,-22258,,336436,357446,,1248,335537,,899,2.41
1232,大統益,2015Q4,twse,17773023,16136555,1636468,,,1636468,599755,,1036713,85176,1121889,200591,921298,,,921298,13705,,935003,912106,,9192,926198,,8805,5.70
1233,天仁,2015Q4,twse,2132584,909978,1222606,,,1222606,1037146,,185460,60357,245817,36540,209277,0,,209277,-6179,,203098,209180,97,,203881,-783,,2.31
1234,黑松,2015Q4,twse,6360594,4304053,2056541,,,2056541,1977280,,79261,641991,721252,100942,620310,,,620310,-90418,,529892,620310,,,529892,,,1.54
1235,興泰,2015Q4,twse,105964,94488,11476,,,11476,25089,,-13613,61078,47465,528,46937,,,46937,118507,,165444,46937,,0,165444,,0,0.80
1236,宏亞,2015Q4,twse,2317070,1642692,674378,,,674378,567293,,107085,13548,120633,18815,101818,,,101818,129116,,230934,101818,,,230934,,,0.94
1256,鮮活果汁-KY,2015Q4,twse,2405459,1730632,674827,,,674827,344259,,330568,-10649,319919,111468,208451,,,208451,-17244,,191207,210681,,-2230,193747,,-2540,7.76
1301,台塑,2015Q4,twse,191545395,169720286,21825109,,,21825109,11323948,,10501161,24593147,35094308,4217039,30877269,,,30877269,-17936543,,12940726,30877269,,,12940726,,,4.85
1303,南亞,2015Q4,twse,299781414,263459582,36321832,,33972,36355804,17759272,,18596532,25048005,43644537,7562833,36081704,,,36081704,-12905297,,23176407,35721346,,360358,23428479,,-252072,4.50
1304,台聚,2015Q4,twse,52373585,46859348,5514237,,,5514237,3664061,,1850176,137462,1987638,418609,1569029,-31923,,1537106,-947207,,589899,879631,,657475,151781,,438118,0.85
1305,華夏,2015Q4,twse,13842155,11893683,1948472,,,1948472,1032344,0,916128,39085,955213,110872,844341,-31923,,812418,-11892,,800526,767567,,44851,756403,,44123,1.64
1307,三芳,2015Q4,twse,11276599,8232909,3043690,,,3043690,1700901,,1342789,30079,1372868,271290,1101578,,,1101578,157791,,1259369,1101578,,,1259369,,,2.85
1308,亞聚,2015Q4,twse,5045856,4452518,593338,,,593338,188412,,404926,222092,627018,95461,531557,,,531557,-748875,,-217318,531557,,,-217318,,,1.08
1309,台達化,2015Q4,twse,17028115,16155834,872281,,,872281,726978,,145303,-50838,94465,26940,67525,,,67525,-163002,,-95477,67525,0,0,-95477,,,0.21
1310,台苯,2015Q4,twse,13122071,11821848,1300223,,,1300223,356716,,943507,-196350,747157,173703,573454,0,,573454,144938,,718392,693823,,-120369,840121,,-121729,1.31
1312,國喬,2015Q4,twse,20024959,16983683,3041276,,,3041276,1215758,,1825518,158948,1984466,332389,1652077,,,1652077,-164202,,1487875,1472319,,179758,1324895,,162980,1.62
1313,聯成,2015Q4,twse,43647964,42211584,1436380,,,1436380,1735538,,-299158,-25023,-324181,-151709,-172472,,,-172472,-363647,,-536119,-172472,,0,-536119,,0,-0.15
1314,中石化,2015Q4,twse,26155995,26598992,-442997,682,931,-442748,1351053,,-1793801,1936032,142231,59461,82770,,,82770,-264007,,-181237,95531,,-12761,-167715,,-13522,0.04
1315,達新,2015Q4,twse,2725584,2214059,511525,,,511525,434545,,76980,205489,282469,37593,244876,,,244876,-292118,,-47242,255695,,-10819,-36143,,-11099,1.34
1316,上曜,2015Q4,twse,828079,693532,134547,,,134547,236928,,-102381,-7026,-109407,12960,-122367,,,-122367,-35255,,-157622,-135457,,13090,-148312,,-9310,-0.88
1319,東陽,2015Q4,twse,22456256,17275581,5180675,,581,5181256,3327218,,1854038,237417,2091455,360519,1730936,,,1730936,-71120,,1659816,1695564,,35372,1625500,,34316,2.87
1321,大洋,2015Q4,twse,4596042,4257846,338196,,,338196,358430,,-20234,58753,38519,1390,37129,,,37129,-31422,,5707,37129,,,5707,,,0.17
