stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2024Q3,twse,33948486,31633032,2315454,477273,1838181,,1838181,1534318,3372499,1340720,,497461,2714814,,657685,0.83
1718,中纖,2024Q3,twse,32471594,26177148,6294446,1180827,5113619,,5113619,1371425,6485044,293693,,4819926,956632,,5528412,0.22
2207,和泰車,2024Q3,twse,211618624,190117760,21500864,2649275,18851589,,18851589,1363774,20215363,16037343,,2814246,17117983,,3097380,28.79
2905,三商,2024Q3,twse,142037004,140130188,1906816,-1991286,3898102,,3898102,-651130,3246972,1677560,,2220542,1409950,,1837022,1.57
