stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2026Q2,twse,71289957,58298233,,,12991724,,,12991724,7821547,,5170177,1464159,6634336,2064537,4569799,,,4569799,11092920,,15662719,3279780,,1290019,12009761,,3652958,0.38
1102,亞泥,2026Q2,twse,32660010,28230836,,,4429174,,,4429174,1533693,,2895481,4768972,7664453,633989,7030464,,,7030464,6205057,,13235521,7113707,,-83243,12308387,,927134,2.13
1103,嘉泥,2026Q2,twse,1355713,1074442,,,281271,,,281271,263292,,17979,187614,205593,24596,180997,,,180997,319772,,500769,177414,,3583,481903,,18866,0.27
1104,環泥,2026Q2,twse,3559282,2592850,,,966432,,,966432,419597,,546835,344039,890874,105929,784945,,,784945,948027,,1732972,772816,,12129,1720470,,12502,1.13
1108,幸福,2026Q2,twse,1903969,1654402,,,249567,,,249567,116418,-27,133122,-2910,130212,42405,87807,,,87807,29092,,116899,87807,,,116899,,,0.22
1109,信大,2026Q2,twse,1857847,1688329,,,169518,,,169518,138627,,30891,19417,50308,22897,27411,,,27411,203588,,230999,50378,,-22967,186081,,44918,0.15
1110,東泥,2026Q2,twse,1267331,1065054,,,202277,,,202277,90026,,112251,107045,219296,19130,200166,,,200166,14888,,215054,193373,,6793,208308,,6746,0.34
1201,味全,2026Q2,twse,10445618,7664790,,,2780828,,,2780828,2826165,,-45337,244027,198690,-45373,244063,,,244063,157667,,401730,243515,,548,401182,,548,0.48
1203,味王,2026Q2,twse,2634732,1731580,,,903152,,,903152,505203,,397949,59229,457178,128097,329081,0,,329081,89595,,418676,221005,,108076,350971,,67705,0.93
1210,大成,2026Q2,twse,53866680,46483753,,,7382927,,,7382927,5288445,,2094482,11061,2105543,538731,1566812,,,1566812,650804,,2217616,1235222,,331590,1587093,,630523,1.48
1213,大飲,2026Q2,twse,150587,153262,,,-2675,,,-2675,20313,,-22988,-7639,-30627,943,-31570,,,-31570,993,,-30577,-31570,,,-30577,,,-0.56
1215,卜蜂,2026Q2,twse,14401643,11770773,,,2630870,,,2630870,1265574,-31542,1333754,-110523,1223231,258160,965071,,,965071,-397429,,567642,954246,,10825,556817,,10825,3.24
1216,統一,2026Q2,twse,349938252,231366231,,,118572021,,,118572021,98062130,,20509891,7295825,27805716,6783633,21022083,,,21022083,4213033,,25235116,14550259,,6471824,17577338,,7657778,2.56
1217,愛之味,2026Q2,twse,2353539,1734362,,,619177,,,619177,599465,,19712,98284,117996,12204,105792,,,105792,-99005,,6787,91765,,14027,-2016,,8803,0.19
1218,泰山,2026Q2,twse,5034600,4241157,,,793443,314,304,793433,573953,-269600,-50120,-681825,-731945,54733,-786678,,,-786678,-17033,,-803711,-786933,,255,-800283,,-3428,-1.62
1219,福壽,2026Q2,twse,6969192,6598824,,1454,371822,-609,361,372792,573632,,-200840,-206695,-407535,-30443,-377092,,,-377092,5949,,-371143,-308109,,-68983,-303151,,-67992,-0.90
1220,台榮,2026Q2,twse,1506585,1374930,,,131655,,,131655,157106,,-25451,5779,-19672,-3002,-16670,,,-16670,-608,,-17278,-21371,,4701,-21588,,4310,-0.12
1225,福懋油,2026Q2,twse,6228202,5839418,30108,,418892,161,,418731,317370,,101361,-204738,-103377,20136,-123513,,,-123513,5492,,-118021,-157580,,34067,-152088,,34067,-0.65
1227,佳格,2026Q2,twse,13933697,10681057,,,3252640,,,3252640,2675057,,577583,304796,882379,144451,737928,,,737928,238082,,976010,730773,,7155,967185,,8825,0.80
1229,聯華,2026Q2,twse,5033955,3960804,,,1073151,,,1073151,682244,,390907,2109865,2500772,250126,2250646,,,2250646,12400040,,14650686,2166988,,83658,9058284,,5592402,1.19
1231,聯華食,2026Q2,twse,6325950,5054327,,,1271623,,,1271623,797446,,474177,304215,778392,90662,687730,,,687730,10503,,698233,688496,,-766,698241,,-8,2.31
1232,大統益,2026Q2,twse,11481997,9892302,,,1589695,,,1589695,629668,,960027,26046,986073,195723,790350,,,790350,9509,,799859,753144,,37206,762653,,37206,4.71
1233,天仁,2026Q2,twse,1116827,440721,,,676106,,,676106,621898,,54208,9719,63927,10920,53007,,,53007,15172,,68179,53007,,0,68147,,32,0.59
1234,黑松,2026Q2,twse,4436617,3225524,,,1211093,,,1211093,1101051,,110042,211686,321728,80895,240833,,,240833,9560,,250393,240833,,,250393,,,0.60
1235,興泰,2026Q2,twse,93120,65952,,,27168,,,27168,29570,,-2402,40044,37642,1411,36231,,,36231,-190846,,-154615,31225,,5006,-145838,,-8777,0.29
1236,宏亞,2026Q2,twse,885268,673459,,,211809,,,211809,244063,,-32254,8207,-24047,-10298,-13749,,,-13749,246116,,232367,-13749,,,232367,,,-0.16
1256,鮮活果汁-KY,2026Q2,twse,2647734,1797160,,,850574,,,850574,409649,,440925,12741,453666,132153,321513,,,321513,163072,,484585,321060,,453,483820,,765,8.98
1301,台塑,2026Q2,twse,89239090,81703844,,,7535246,,,7535246,5957378,,1577868,12657953,14235821,315189,13920632,,,13920632,200312727,,214233359,13920632,,,214233359,,,2.19
1303,南亞,2026Q2,twse,152243276,128229443,,,24013833,18958,,23994875,8895761,,15099114,31744935,46844049,4619050,42224999,,,42224999,47928631,,90153630,41007916,,1217083,88647805,,1505825,5.17
1304,台聚,2026Q2,twse,21760221,19938079,,,1822142,,,1822142,2054787,,-232645,-1376575,-1609220,-78042,-1531178,,,-1531178,1335546,,-195632,-618763,,-912415,271189,,-466821,-0.58
1305,華夏,2026Q2,twse,5403542,4940155,,,463387,,,463387,458497,,4890,-11180,-6290,-4109,-2181,,,-2181,18590,,16409,12365,,-14546,30943,,-14534,0.02
1307,三芳,2026Q2,twse,5663392,3880290,,,1783102,,,1783102,1084974,,698128,96902,795030,213817,581213,,,581213,178279,,759492,581213,,,759492,,,1.46
1308,亞聚,2026Q2,twse,2852287,2554418,,,297869,,,297869,116457,,181412,-250030,-68618,21907,-90525,,,-90525,740141,,649616,-90525,,,649616,,,-0.15
1309,台達化,2026Q2,twse,6173020,6017336,,,155684,,,155684,590026,,-434342,-160731,-595073,-125509,-469564,,,-469564,153230,,-316334,-469564,,,-316334,,,-1.18
1310,台苯,2026Q2,twse,4162400,4083389,,,79011,,,79011,86214,,-7203,-544731,-551934,47712,-599646,,,-599646,-533845,,-1133491,-598688,,-958,-1132535,,-956,-1.13
1312,國喬,2026Q2,twse,12914268,12936263,,,-21995,,,-21995,1418513,,-1440508,-489288,-1929796,-48947,-1880849,,,-1880849,2929577,,1048728,-1857485,,-23364,395114,,653614,-1.68
1313,聯成,2026Q2,twse,31067465,29043083,,,2024382,,,2024382,1396187,,628195,-68698,559497,144591,414906,,,414906,394156,,809062,414906,,,809062,,,0.31
1314,中石化,2026Q2,twse,7979691,8069332,,,-89641,,,-89641,669108,,-758749,-1226890,-1985639,25,-1985664,-8426,,-1994090,1085717,,-908373,-1986324,,-7766,-900653,,-7720,-0.52
1315,達新,2026Q2,twse,966968,840855,,,126113,,,126113,177755,,-51642,119429,67787,22725,45062,,,45062,3571172,,3616234,43349,,1713,3613193,,3041,0.45
1316,上曜,2026Q2,twse,3985276,2652774,,,1332502,,,1332502,1159270,,173232,155389,328621,178803,149818,,,149818,21797,,171615,-125798,,275616,-126657,,298272,-0.36
