stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2025Q4,tpex,2743785,2420336,9156,58455,391060,,,391060,258538,,132522,93134,225656,16967,208689,,,208689,-46133,,162556,214940,,-6251,168807,,-6251,4.86
1259,安心,2025Q4,tpex,6062167,4696284,,,1365883,,,1365883,1379472,,-13589,54527,40938,-41440,82378,,,82378,477761,,560139,79381,,2997,559075,,1064,2.45
1264,德麥,2025Q4,tpex,6779456,4595742,,,2183714,,,2183714,1046914,,1136800,22186,1158986,279448,879538,,,879538,646,,880184,758499,,121039,756037,,124147,20.47
1268,漢來美食,2025Q4,tpex,6226966,3377263,,,2849703,,,2849703,2316167,,533536,-1685,531851,104684,427167,,,427167,-75151,,352016,427167,,,352016,,,10.12
1294,漢田生技,2025Q4,tpex,778543,489648,,,288895,,,288895,115914,,172981,33,173014,33930,139084,,,139084,,,139084,139052,,32,139052,,32,4.60
1295,生合,2025Q4,tpex,1038668,483471,,,555197,,,555197,356935,,198262,4101,202363,26395,175968,,,175968,1799,,177767,175968,,,177767,,,5.29
1336,台翰,2025Q4,tpex,2495319,2112274,,,383045,,,383045,273745,,109300,4559,113859,58778,55081,,,55081,-71716,,-16635,55081,,,-16635,,,0.71
1565,精華,2025Q4,tpex,4116858,3167192,,,949666,,,949666,409264,,540402,36760,577162,122131,455031,,,455031,16919,,471950,455031,,,471950,,,9.03
1569,濱川,2025Q4,tpex,3258899,3273164,,,-14265,,,-14265,556296,,-570561,-62313,-632874,41155,-674029,,,-674029,-38469,,-712498,-704221,,30192,-749285,,36787,-5.61
1570,力肯,2025Q4,tpex,493366,370552,,,122814,,,122814,87570,,35244,3896,39140,8868,30272,,,30272,27829,,58101,30272,,,58101,,,0.59
1580,新麥,2025Q4,tpex,4879103,2799098,,,2080005,,,2080005,1159488,,920517,60298,980815,317442,663373,,,663373,-664,,662709,622491,,40882,621788,,40921,12.54
1584,精剛,2025Q4,tpex,2593817,2285649,,,308168,,,308168,222259,,85909,19275,105184,13289,91895,,,91895,-41887,,50008,101741,,-9846,59854,,-9846,0.44
1586,和勤,2025Q4,tpex,2300558,2018273,,,282285,,,282285,351106,,-68821,26087,-42734,-8600,-34134,,,-34134,3191,,-30943,-34134,,,-30943,,,-0.35
1591,駿吉-KY,2025Q4,tpex,121093,137716,,,-16623,,,-16623,104299,,-120922,-1956,-122878,-18810,-104068,,,-104068,6122,,-97946,-104068,,,-97946,,,-2.75
1593,祺驊,2025Q4,tpex,1256972,863110,,,393862,,,393862,268667,,125195,30023,155218,36696,118522,,,118522,-29858,,88664,86911,,31611,57053,,31611,2.18
1595,川寶,2025Q4,tpex,716171,522063,,,194108,,,194108,308418,,-114310,11350,-102960,3161,-106121,,,-106121,-8855,,-114976,-105505,,-616,-114360,,-616,-1.95
