stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2020Q2,tpex,1086479,959161,4433,38954,170705,,,170705,101302,,69403,16326,85729,22677,63052,,,63052,15601,,78653,63926,,-874,79527,,-874,1.88
1259,安心,2020Q2,tpex,2561114,1908847,,,652267,,,652267,600759,,51508,11112,62620,16761,45859,,,45859,21676,,67535,52213,,-6354,74702,,-7167,1.62
1264,德麥,2020Q2,tpex,1909971,1235205,,,674766,,,674766,352406,,322360,9445,331805,74653,257152,,,257152,-31849,,225303,229662,,27490,213012,,12291,6.82
1268,漢來美食,2020Q2,tpex,1446021,863738,,,582283,,,582283,605607,,-23324,81845,58521,-2737,61258,-45,,61213,126037,,187250,61213,,,187250,,,1.65
1336,台翰,2020Q2,tpex,816760,720692,,,96068,,,96068,110387,,-14319,229305,214986,24064,190922,,,190922,-7822,,183100,190922,,,183100,,,2.45
1565,精華,2020Q2,tpex,2551631,1831536,,,720095,,,720095,193732,,526363,-20354,506009,112005,394004,,,394004,-1543,,392461,394004,,,392461,,,7.81
1569,濱川,2020Q2,tpex,2403241,1898377,,,504864,,,504864,250423,,254441,-41530,212911,37820,175091,,,175091,-72205,,102886,171764,,3327,104175,,-1289,1.51
1570,力肯,2020Q2,tpex,269393,199177,,,70216,,,70216,33246,,36970,625,37595,8316,29279,,,29279,-472,,28807,29279,,0,28807,,0,0.57
1580,新麥,2020Q2,tpex,1278792,776692,,,502100,,,502100,382915,,119185,13446,132631,35698,96933,,,96933,-50169,,46764,93246,,3687,44036,,2728,1.86
1584,精剛,2020Q2,tpex,394983,380686,,,14297,,,14297,29725,,-15428,18868,3440,160,3280,,,3280,-43076,,-39796,3275,,5,-39801,,5,0.04
1586,和勤,2020Q2,tpex,978915,770507,,,208408,,,208408,127102,,81306,5744,87050,30210,56840,,,56840,-33185,,23655,56840,,,23655,,,0.74
1591,駿吉-KY,2020Q2,tpex,275865,243732,,,32133,,,32133,30412,,1721,3350,5071,2936,2135,,,2135,-26974,,-24839,2135,,,-24839,,,0.06
1593,祺驊,2020Q2,tpex,343569,245237,,,98332,,,98332,61485,,36847,19366,56213,6804,49409,,,49409,-10570,,38839,49239,,170,38669,,170,1.54
1595,川寶,2020Q2,tpex,845599,651926,,,193673,,,193673,154701,,38972,-7422,31550,10030,21520,,,21520,-2418,,19102,21520,,,19102,,,0.46
1599,宏佳騰,2020Q2,tpex,1146289,889612,,,256677,,,256677,208881,,47796,15268,63064,17486,45578,,,45578,-4931,,40647,45578,,,40647,,,0.64
1742,台蠟,2020Q2,tpex,199446,163931,,,35515,,,35515,18445,,17070,-2055,15015,0,15015,,,15015,-104,,14911,15015,,,14911,,,0.21
1777,生泰,2020Q2,tpex,540472,332461,,,208011,,,208011,56489,,151522,-5290,146232,28624,117608,,,117608,-174,,117434,,,,,,,3.91
1780,立弘,2020Q2,tpex,334882,206420,,,128462,,,128462,70955,,57507,-5506,52001,9849,42152,,,42152,-1593,,40559,42152,,,40559,,,0.44
1781,合世,2020Q2,tpex,316476,248500,,,67976,,,67976,60092,,7884,388,8272,-627,8899,,,8899,-6042,,2857,8899,,,2857,,,0.19
1784,訊聯,2020Q2,tpex,377950,180292,,,197658,,,197658,194777,,2881,3086,5967,2362,3605,,,3605,-16,,3589,5058,,-1453,5033,,-1444,0.11
1785,光洋科,2020Q2,tpex,11841306,10842195,,,999111,,,999111,619343,,379768,36133,415901,91187,324714,,,324714,-61113,,263601,317026,,7688,257828,,5773,0.64
1788,杏昌,2020Q2,tpex,1697624,1280949,,,416675,,,416675,237816,,178859,3728,182587,36557,146030,,,146030,-59,,145971,146030,,,145971,,,4.06
1796,金穎生技,2020Q2,tpex,171675,121541,,,50134,,,50134,51781,,-1647,-4976,-6623,-930,-5693,,,-5693,-713,,-6406,-5693,,,-6406,,,-0.20
1799,易威,2020Q2,tpex,145627,107928,,,37699,,,37699,135428,,-97729,-9741,-107470,707,-108177,0,,-108177,-2800,,-110977,-100121,,-8056,-102460,,-8517,-0.79
1813,寶利徠,2020Q2,tpex,180906,169479,,,11427,,,11427,42272,,-30845,17967,-12878,-5947,-6931,,,-6931,-1075,,-8006,-1103,,-5828,-1799,,-6207,-0.02
1815,富喬,2020Q2,tpex,1701785,1731248,,,-29463,,,-29463,250405,,-279868,-86748,-366616,-1812,-364804,,,-364804,154887,,-209917,-364804,,,-209917,,,-0.89
2035,唐榮公司,2020Q2,tpex,5486267,5991096,,,-504829,,,-504829,164198,,-669027,48583,-620444,0,-620444,,,-620444,-5834,,-626278,,,,,,,-1.77
2061,風青,2020Q2,tpex,307919,295484,,,12435,,,12435,22600,,-10165,-1448,-11613,-307,-11306,,,-11306,-2841,,-14147,-11306,,,-14147,,,-0.20
2063,世鎧精密,2020Q2,tpex,493683,366952,,,126731,,,126731,60474,,66257,-5541,60716,11769,48947,,,48947,-1052,,47895,48947,,,47895,,,1.09
2064,晉椿,2020Q2,tpex,746177,772748,,,-26571,0,,-26571,51553,,-78124,-7483,-85607,1,-85608,,,-85608,-4950,,-90558,-85448,,-160,-90374,,-184,-1.23
2065,世豐,2020Q2,tpex,966672,807223,,,159449,,,159449,78484,,80965,4646,85611,17019,68592,,,68592,-22657,,45935,68592,0,0,45935,0,0,2.08
2066,世德,2020Q2,tpex,926467,706380,,,220087,,,220087,193408,,26679,-24096,2583,5147,-2564,,,-2564,2463,,-101,16045,,-18609,17164,,-17265,0.44
