stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
6015,宏遠證,2015Q3,tpex,305942,730893,-424951,121768,-303183,-12549,-315732,,,-315732,20504,,-295228,-315732,,,-295228,,,-0.74
6016,康和證,2015Q3,tpex,1760230,1771629,-11399,124102,112703,-27898,84805,,,84805,-74686,,10119,81550,,3255,6864,,3255,0.12
6020,大展證,2015Q3,tpex,26951,118328,-91377,21838,-69539,16017,-53522,0,,-53522,0,,-53522,-52485,,-1037,-52485,,-1037,-0.21
6021,美好證,2015Q3,tpex,297242,393546,-96304,65165,-31139,-16156,-47295,,,-47295,-88726,,-136021,-47295,,0,-136021,,0,-0.15
6023,元大期貨,2015Q3,tpex,2143658,1854832,288826,396262,685088,-117827,567261,,,567261,161585,,728846,567261,,,728846,,,2.44
6026,福邦證,2015Q3,tpex,146606,173023,-26417,5753,-20664,-34616,-55280,,,-55280,,,-55280,-55280,,,-55280,,,-0.24
