stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2019Q1,twse,2109293,1263989,845304,120783,966087,41262,924825,,,924825,84917,,1009742,923644,,1181,1006448,,3294,0.67
6005,群益證,2019Q1,twse,1802720,1339113,463607,308812,772419,98205,674214,,,674214,493636,,1167850,603033,,71181,1095669,,72181,0.26
6024,群益期,2019Q1,twse,459737,422473,37264,161257,198521,35900,162621,,,162621,2208,,164829,162675,,-54,164823,,6,0.92
