stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2017Q4,twse,7270066,4876148,2393918,450055,2843973,-219316,2624657,,,2624657,-314958,,2309699,2618769,,5888,2304724,,4975,1.88
6005,群益證,2017Q4,twse,9244897,6493356,2751541,752096,3503637,-288242,3215395,,,3215395,-139233,,3076162,2893600,,321795,2827707,,248455,1.33
6024,群益期,2017Q4,twse,2676371,2164286,512085,317442,829527,-96096,733431,,,733431,-115074,,618357,731015,,2416,618267,,90,4.68
