stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2023Q2,twse,4729942,3332326,1397616,415659,1813275,180402,1632873,,,1632873,-2616,,1630257,1628023,,4850,1624125,,6132,1.12
6005,群益證,2023Q2,twse,5590569,4322695,1267874,1245911,2513785,101336,2412449,,,2412449,705047,,3117496,2198796,,213653,2896484,,221012,1.01
6024,群益期,2023Q2,twse,923071,1001280,-78209,697688,619479,128136,491343,,,491343,17042,,508385,490792,,551,507906,,479,2.33
