stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2016Q1,twse,17724112,16138503,1585609,,,1585609,1101720,,483889,-206042,277847,183320,94527,,,94527,-828511,,-733984,220995,,-126468,-333525,,-400459,0.06
1102,亞泥,2016Q1,twse,13038960,12040729,998231,0,201,998432,592180,,406252,-123702,282550,88091,194459,,,194459,-8936360,,-8741901,199130,,-4671,-8505796,,-236105,0.06
1103,嘉泥,2016Q1,twse,541218,544548,-3330,,,-3330,87944,,-91274,-100254,-191528,-2543,-188985,,,-188985,126972,,-62013,-188620,,-365,-66938,,4925,-0.29
1104,環泥,2016Q1,twse,1105803,990332,115471,,,115471,83813,,31658,311221,342879,-104,342983,,,342983,20078,,363061,345289,,-2306,365367,,-2306,0.55
1108,幸福,2016Q1,twse,995636,804827,190809,,,190809,57790,,133019,-6225,126794,21416,105378,-1007,,104371,-4655,,99716,103392,,979,98737,,979,0.26
1109,信大,2016Q1,twse,875999,807187,68812,,,68812,95228,,-26416,-162,-26578,6626,-33204,0,,-33204,-923,,-34127,-11582,,-21622,-9154,,-24973,-0.03
1110,東泥,2016Q1,twse,383670,347147,36523,,,36523,20739,,15784,181488,197272,-19341,216613,,,216613,60334,,276947,117463,,99150,177798,,99149,0.21
1201,味全,2016Q1,twse,3518095,2674670,843425,,,843425,1374779,,-531354,371925,-159429,-26606,-132823,50362,,-82461,-57598,,-140059,-108469,,26008,-165965,,25906,-0.21
1203,味王,2016Q1,twse,1547878,1191232,356646,0,0,356646,210818,,145828,-4175,141653,18692,122961,0,,122961,-14359,,108602,88980,,33981,71736,,36866,0.37
1210,大成,2016Q1,twse,17743529,15327265,2416264,,,2416264,1708797,,707467,-28851,678616,81345,597271,,,597271,-85920,,511351,498961,,98310,483076,,28275,0.73
1213,大飲,2016Q1,twse,152465,131149,21316,,,21316,17492,,3824,2270,6094,1110,4984,,,4984,9,,4993,4984,,,4993,,,0.10
1215,卜蜂,2016Q1,twse,4255524,3645938,609586,,,609586,296348,4070,317308,1290,318598,57645,260953,,,260953,354690,,615643,255296,,5657,610930,,4713,0.95
1216,統一,2016Q1,twse,106667516,70144952,36522564,,,36522564,29961507,,6561057,1419075,7980132,1582061,6398071,,,6398071,-410693,,5987378,4343069,,2055002,3880106,,2107272,0.76
1217,愛之味,2016Q1,twse,906830,630021,276809,,,276809,283839,,-7030,-23238,-30268,2058,-32326,0,,-32326,-31369,,-63695,-34193,,1867,-65212,,1517,-0.07
1218,泰山,2016Q1,twse,1821955,1528612,293343,366,208,293185,307510,,-14325,70242,55917,2852,53065,,,53065,3082,,56147,52973,,92,56055,,92,0.16
