stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2018Q4,twse,5774276,4753133,1021143,415744,1436887,219254,1217633,,,1217633,145968,,1363601,1210323,,7310,1355594,,8007,0.87
6005,群益證,2018Q4,twse,7638645,6465477,1173168,1153362,2326530,549020,1777510,,,1777510,-442188,,1335322,1408865,,368645,957751,,377571,0.61
6024,群益期,2018Q4,twse,2814164,2286633,527531,427445,954976,116866,838110,,,838110,19382,,857492,835205,,2905,853807,,3685,4.73
