stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2015Q3,twse,15534716,5996376,-810320,11413716,10927696,-1729335,9198361,,,9198361,381125,9579486,9198361,,,9579486,,,1.09
2812,台中銀,2015Q3,twse,5589086,1722614,164307,3808649,3338744,-527881,2810863,,,2810863,110049,2920912,2810863,,,2920912,,,0.93
2820,華票,2015Q3,twse,774757,853242,-148695,360892,1415802,-221834,1193968,,,1193968,163840,1357808,,,,,,,0.89
2834,臺企銀,2015Q3,twse,11602513,3481362,1901962,8584118,4597795,-792325,3805470,0,,3805470,15877,3821347,3805470,,0,3821347,,0,0.67
2836,高雄銀,2015Q3,twse,1857242,648940,260034,1713196,532952,-61330,471622,,,471622,1717,473339,471622,,0,473339,,0,0.61
2838,聯邦銀,2015Q3,twse,4651672,3743636,-71574,5796819,2670063,-420333,2249730,,,2249730,301150,2550880,2241119,,8611,2542269,,8611,0.86
2845,遠東銀,2015Q3,twse,4316643,4096277,-135550,4921823,3626647,-519853,3106794,,,3106794,6374,3113168,3106794,,,3113168,,,1.03
2849,安泰銀,2015Q3,twse,3176573,2605669,587376,2581561,2613305,-478821,2134484,0,,2134484,360235,2494719,2134484,,0,2494719,,0,1.27
