stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2019Q3,twse,18965861,17138321,36104182,714856,570542,19633202,15185582,2206810,12978772,,12978772,4625206,17603978,12978694,,78,17603880,,98,1.07
2881,富邦金,2019Q3,twse,103022331,239324845,342347176,1609554,231430814,46043661,63263147,9232213,54030934,,54030934,91801504,145832438,53704972,,325962,143697950,,2134488,4.99
2882,國泰金,2019Q3,twse,146940726,235759962,382700688,620777,256836199,63914036,61329676,9177502,52152174,,52152174,172991346,225143520,51167918,,984256,224066911,,1076609,3.86
2883,凱基金,2019Q3,twse,46790277,141637883,188428160,-8439,148789486,19905094,19742019,2294312,17447707,,17447707,47102394,64550101,10618901,,6828806,29757887,,34792214,0.73
2884,玉山金,2019Q3,twse,14825328,25964101,40789429,1296135,,21582389,17910905,2091640,15819265,,15819265,382969,16202234,15807400,,11865,16190332,,11902,1.36
2885,元大金,2019Q3,twse,19322985,58192074,77515059,531568,26991503,28658603,21333385,2806833,18526552,,18526552,2748879,21275431,17206673,,1319879,20871086,,404345,1.47
2886,兆豐金,2019Q3,twse,26792334,22780904,49573238,696911,3020,22447472,26425835,3678427,22747408,,22747408,5213455,27960863,22748850,,-1442,27962305,,-1442,1.67
2887,台新新光金,2019Q3,twse,14465244,18531555,32996799,1647877,,17951350,13397572,1480706,11916866,0,11916866,825866,12742732,11919136,,-2270,12745002,,-2270,0.99
2889,國票金,2019Q3,twse,1303977,4017906,5321883,142888,,2325630,2853365,420093,2433272,,2433272,1999403,4432675,2125139,,308133,4006124,,426551,0.75
2890,永豐金,2019Q3,twse,11828986,16096449,27925435,1138623,,15800147,10986665,1473313,9513352,,9513352,1609081,11122433,9513383,,-31,11122464,,-31,0.84
2891,中信金,2019Q3,twse,83166521,115228148,198394669,2684504,97484265,51367514,46858386,8682189,38176197,,38176197,33603548,71779745,38173637,,2560,71774018,,5727,1.92
2892,第一金,2019Q3,twse,22155408,24919652,47075060,2643294,8292816,17666451,18472499,3095797,15376702,,15376702,7372094,22748796,15376702,,,22748796,,,1.23
5880,合庫金,2019Q3,twse,26431952,9838395,36270347,3165746,-1355370,18838930,15621041,2402934,13218107,,13218107,6207095,19425202,12905502,,312605,18248841,,1176361,1.00
