stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2022Q4,twse,33177691,20489061,53666752,3311768,1095681,28266312,20992991,3684520,17308471,,17308471,-22896652,-5588181,17308343,,128,-5588357,,176,1.27
2881,富邦金,2022Q4,twse,165211939,94246360,259458299,5767881,122853354,69891412,60945652,13081160,47864492,,47864492,-397608175,-349743683,46925627,,938865,-343795843,,-5947840,3.54
2882,國泰金,2022Q4,twse,226162526,115271132,341433658,4777580,198098005,88610281,49947792,11985678,37962114,,37962114,-344316374,-306354260,37359360,,602754,-306895790,,541530,2.58
2883,凱基金,2022Q4,twse,70858014,24997389,95855403,-146568,44989888,29071218,21940865,5551678,16389187,,16389187,-84063024,-67673837,16365629,,23558,-67700361,,26524,0.98
2884,玉山金,2022Q4,twse,29618363,25187556,54805919,2076541,,32826180,19903198,4121857,15781341,,15781341,-4722290,11059051,15759000,,22341,11035019,,24032,1.10
2885,元大金,2022Q4,twse,30701365,60800517,91501882,318190,19533972,43235907,28413813,5703400,22710413,,22710413,-15065715,7644698,21456327,,1254086,5414225,,2230473,1.72
2886,兆豐金,2022Q4,twse,37683094,18366559,56049653,2876572,2357830,29670950,21144301,2809343,18334958,,18334958,-27884634,-9549676,18334958,0,0,-9549676,0,0,1.32
2887,台新新光金,2022Q4,twse,29222558,37219912,66442470,1545221,18048324,29199606,17649319,2793426,14855893,,14855893,-6679363,8176530,14863852,,-7959,8184398,,-7868,1.09
2889,國票金,2022Q4,twse,2151127,3681439,5832566,-45947,,3627104,2251409,597095,1654314,,1654314,-4876709,-3222395,1287976,,366338,-3415272,,192877,0.41
2890,永豐金,2022Q4,twse,26903424,20342332,47245756,2444392,,25396649,19404715,3443715,15961000,,15961000,-15729289,231711,15961000,,0,231711,,0,1.40
2891,中信金,2022Q4,twse,127117180,12135119,139252299,8986177,11816445,71400740,47048937,14435827,32613110,,32613110,-66951060,-34337950,31278991,,1334119,-35615204,,1277254,1.55
2892,第一金,2022Q4,twse,37969147,29787247,67756394,6576606,8905998,27787186,24486604,3890941,20595663,,20595663,-8055792,12539871,20595663,,,12539871,,,1.56
5880,合庫金,2022Q4,twse,37763642,15418510,53182152,1214750,-728695,28309753,24386344,3569052,20817292,,20817292,-28978656,-8161364,20248985,,568307,-7180682,,-980682,1.45
