stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2021Q2,tpex,722869,175331,547538,14383,561921,21206,540715,,,540715,535585,,1076300,,,,,,,2.15
6015,宏遠證,2021Q2,tpex,1928726,832805,1095921,68714,1164635,104907,1059728,,,1059728,26694,,1086422,1059728,,,1086422,,,3.20
6016,康和證,2021Q2,tpex,2208822,1425499,783323,35228,818551,130576,687975,,,687975,33877,,721852,685570,,2405,719840,,2012,1.15
6020,大展證,2021Q2,tpex,617399,162030,455369,9318,464687,47112,417575,,,417575,-8794,,408781,417576,,-1,408782,,-1,1.65
6021,美好證,2021Q2,tpex,609007,475189,133818,19697,153515,18917,134598,,,134598,627251,,761849,134598,,,761849,,,0.44
6023,元大期貨,2021Q2,tpex,2081357,1807070,274287,269619,543906,105033,438873,,,438873,173213,,612086,438873,,,612086,,,1.51
6026,福邦證,2021Q2,tpex,1180621,352802,827819,1773,829592,4140,825452,0,,825452,33074,,858526,699354,,126098,732428,,126098,2.79
