stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2019Q4,twse,37989046,35232027,2757019,505626,2251393,,2251393,668286,2919679,1792579,,458814,2457244,,462435,1.11
1718,中纖,2019Q4,twse,35732022,32615940,3116082,535258,2580824,,2580824,592861,3173685,-729764,,3310588,-273437,,3447122,-0.57
2207,和泰車,2019Q4,twse,213745071,196372085,17372986,3788087,13584899,,13584899,1464276,15049175,11768815,,1816084,13280285,,1768890,21.55
2905,三商,2019Q4,twse,229285364,222102028,7183336,251341,6931995,,6931995,8815334,15747329,3494833,,3437162,7486548,,8260781,4.48
