stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2024Q3,twse,8116878,5399755,1729784,987339,19324,1006663,160470,846193,,,846193,-10468,,835725,,,,,,,3.78
2832,台產,2024Q3,twse,5607813,3313595,1138725,1155493,-3114,1152379,164566,987813,,,987813,469043,,1456856,,,,,,,2.73
2850,新產,2024Q3,twse,15641859,9746793,2891862,3003204,4987,3008191,505945,2502246,,,2502246,257614,,2759860,,,,,,,7.92
2851,中再保,2024Q3,twse,17328073,14464865,405385,2457823,143,2457966,355733,2102233,,,2102233,355413,,2457646,,,,,,,2.63
2852,第一保,2024Q3,twse,5872117,3768952,1180566,922599,-15,922584,144325,778259,,,778259,141713,,919972,,,,,,,2.58
