stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2016Q3,twse,4000020,3102540,897480,244613,1142093,-90351,1051742,,,1051742,-118380,,933362,1046573,,5169,927992,,5370,0.78
6005,群益證,2016Q3,twse,4888426,4029583,858843,539509,1398352,-210305,1188047,,,1188047,216983,,1405030,1026666,,161381,1250548,,154482,0.45
6024,群益期,2016Q3,twse,1705457,1382632,322825,138389,461214,-69238,391976,,,391976,-14927,,377049,390771,,1205,377166,,-117,3.19
