stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2023Q2,twse,11117505,8599377,1452973,9664192,8599717,1589469,7010248,,,7010248,5517506,,12527754,7010248,,,12527754,,,0.65
2812,台中銀,2023Q2,twse,5546991,2961457,983584,3843194,3681670,605161,3076509,,,3076509,944503,,4021012,3076509,,,4021012,,,0.59
2820,華票,2023Q2,twse,134561,1053601,-207,260495,927874,153021,774853,,,774853,630297,,1405150,,,,,,,0.58
2834,臺企銀,2023Q2,twse,9646077,6254826,829513,7636965,7434425,1232068,6202357,,,6202357,3220627,,9422984,6202357,0,0,9422984,0,0,0.77
2836,高雄銀,2023Q2,twse,1301285,645480,-84249,1397000,634014,163313,470701,,,470701,744262,,1214963,,,,,,,0.38
2838,聯邦銀,2023Q2,twse,4274449,4843529,377346,5793236,2947396,447109,2500287,,,2500287,1842534,,4342821,2494816,,5471,4337350,,5471,0.53
2845,遠東銀,2023Q2,twse,3381181,3032666,515527,3558267,2340053,299809,2040244,,,2040244,759891,,2800135,2040244,,,2800135,,,0.50
2849,安泰銀,2023Q2,twse,1733629,1236596,1395591,1555549,19085,-52907,71992,0,,71992,160454,,232446,,,,,,,0.04
2897,王道銀行,2023Q2,twse,1032531,4053523,215643,2318324,2552087,481297,2070790,0,,2070790,1073334,,3144124,1497880,,572910,2114111,,1030013,0.50
5876,上海商銀,2023Q2,twse,18671127,6269795,1375486,8987599,14577837,2472871,12104966,,,12104966,4252212,,16357178,9769761,,2335205,12954529,,3402649,2.01
