stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2024Q3,twse,105588489,84276541,,,21311948,,,21311948,9516819,,11795129,3525863,15320992,4953068,10367924,,,10367924,19912432,,30280356,7363974,,3003950,24290054,,5990302,0.93
1102,亞泥,2024Q3,twse,55437725,48018509,,,7419216,,,7419216,2652121,,4767095,6131943,10899038,2311904,8587134,,,8587134,8252115,,16839249,9087900,,-500766,16403359,,435890,2.72
1103,嘉泥,2024Q3,twse,2213179,1862363,,,350816,,,350816,431831,,-81015,680460,599445,56744,542701,,,542701,-179263,,363438,517895,,24806,345013,,18425,0.79
1104,環泥,2024Q3,twse,5873438,4710193,,,1163245,,,1163245,380679,,782566,576771,1359337,222787,1136550,,,1136550,1524632,,2661182,1105588,,30962,2630106,,31076,1.61
1108,幸福,2024Q3,twse,3554781,2886591,,,668190,,,668190,199329,1112,469973,-16691,453282,90624,362658,,,362658,11407,,374065,362658,,,374065,,,0.90
1109,信大,2024Q3,twse,3532176,2799499,,,732677,,,732677,263996,,468681,48348,517029,125469,391560,,,391560,207340,,598900,370699,,20861,508622,,90278,1.08
1110,東泥,2024Q3,twse,2072159,1686064,,,386095,,,386095,108023,,278072,108528,386600,59896,326704,,,326704,248436,,575140,287746,,38958,536059,,39081,0.50
1201,味全,2024Q3,twse,17746414,12843818,,,4902596,,,4902596,4391844,,510752,20915,531667,155880,375787,,,375787,118734,,494521,375110,,677,493844,,677,0.74
1203,味王,2024Q3,twse,4524638,3029569,,,1495069,,,1495069,763684,,731385,71080,802465,229000,573465,,,573465,172945,,746410,374628,,198837,473461,,272949,1.58
1210,大成,2024Q3,twse,76102717,65230479,,,10872238,,,10872238,7066324,,3805914,206595,4012509,886562,3125947,,,3125947,736624,,3862571,2473746,,652201,2973210,,889361,2.94
1213,大飲,2024Q3,twse,138932,168383,,,-29451,,,-29451,29621,,-59072,15205,-43867,-1309,-42558,0,,-42558,-1,,-42559,-42558,,,-42559,,,-0.75
1215,卜蜂,2024Q3,twse,20631062,17441655,,,3189407,,,3189407,1748867,10931,1451471,75538,1527009,295898,1231111,,,1231111,828164,,2059275,1259010,,-27899,2087174,,-27899,4.27
1216,統一,2024Q3,twse,499797980,334562680,,,165235300,,,165235300,136444061,,28791239,6688622,35479861,8512744,26967117,,,26967117,5802258,,32769375,17534994,,9432123,21994533,,10774842,3.09
1217,愛之味,2024Q3,twse,4062434,2905871,,,1156563,,,1156563,1008881,,147682,247176,394858,72334,322524,,,322524,558538,,881062,309022,,13502,846253,,34809,0.62
1218,泰山,2024Q3,twse,8280051,6791097,,,1488954,973,278,1488259,967868,,520391,219490,739881,113246,626635,,,626635,4647,,631282,626422,,213,631408,,-126,1.29
1219,福壽,2024Q3,twse,10559017,9602576,,5653,962094,219,1100,962975,902049,,60926,14938,75864,12798,63066,,,63066,5972,,69038,121773,,-58707,126750,,-57712,0.36
