stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2020Q3,twse,6260119,4348249,1911870,244641,2156511,245173,1911338,,,1911338,398715,,2310053,1905130,,6208,2301937,,8116,1.36
6005,群益證,2020Q3,twse,6688589,4797329,1891260,884285,2775545,381528,2394017,,,2394017,176514,,2570531,2183329,,210688,2370772,,199759,1.01
6024,群益期,2020Q3,twse,1822268,1540600,281668,334335,616003,134059,481944,,,481944,-24351,,457593,480883,,1061,457210,,383,2.41
