stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2018Q4,twse,26560219,19442265,46002484,3533260,23475,25774540,16671209,2049774,14621435,,14621435,-1398581,13222854,14621319,,116,13222708,,146,1.27
2881,富邦金,2018Q4,twse,129948078,280985179,410933257,1462866,293422795,58432269,57615327,9894305,47721022,,47721022,-100586326,-52865304,47728856,,-7834,-53523483,,658179,4.52
2882,國泰金,2018Q4,twse,180628219,293297827,473926046,4599086,334121938,79606248,55598774,3776518,51822256,,51822256,-175183163,-123360907,51467243,,355013,-123867466,,506559,3.95
2883,凱基金,2018Q4,twse,56582328,195767549,252349877,45761,213695965,25166272,13441879,627239,12814640,,12814640,-35062270,-22247630,7852688,,4961952,-4995817,,-17251813,0.54
2884,玉山金,2018Q4,twse,20311315,29117919,49429234,3252472,,25839405,20337357,3254589,17082768,,17082768,-526762,16556006,17068493,,14275,16541559,,14447,1.58
2885,元大金,2018Q4,twse,25936162,75343411,101279573,856563,36611780,39611658,24199572,3701334,20498238,0,20498238,-1970215,18528023,18679208,,1819030,16973756,,1554267,1.59
2886,兆豐金,2018Q4,twse,38095691,23513716,61609407,1996406,-68884,28601925,31079960,2986515,28093445,,28093445,-407496,27685949,28109164,0,-15719,27701668,0,-15719,2.07
2887,台新新光金,2018Q4,twse,19591301,20157022,39748323,3340539,,22171401,14236383,1306250,12930133,,12930133,-320668,12609465,12930583,,-450,12609882,,-417,1.09
2889,國票金,2018Q4,twse,1804946,3783687,5588633,1392,,2944802,2642439,489024,2153415,,2153415,-499341,1654074,2021559,,131856,1514961,,139113,0.72
2890,永豐金,2018Q4,twse,15798960,16313996,32112956,1506551,,19353480,11252925,1824600,9428325,,9428325,-995612,8432713,9428419,,-94,8432807,,-94,0.84
2891,中信金,2018Q4,twse,102274921,212099670,314374591,4903326,205361796,61719970,42389499,6354288,36035211,,36035211,-28170860,7864351,36032425,,2786,7864640,,-289,1.85
2892,第一金,2018Q4,twse,30267943,29980803,60248746,5486345,11153372,22906433,20702596,3370397,17332199,,17332199,417026,17749225,17332199,,0,17749225,,0,1.40
5880,合庫金,2018Q4,twse,35107758,11764921,46872679,4355258,-978277,25114427,18381271,2365017,16016254,,16016254,-2396375,13619879,15618243,,398011,13745028,,-125149,1.24
