stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2025Q2,twse,4039716,4038133,1583,750684,752267,221809,530458,,,530458,-98953,,431505,520549,,9909,419754,,11751,0.33
6005,群益證,2025Q2,twse,8442476,6906140,1536336,1213689,2750025,468954,2281071,,,2281071,-175666,,2105405,2014359,,266712,1893480,,211925,0.93
6024,群益期,2025Q2,twse,1582279,1557269,25010,718201,743211,138127,605084,,,605084,-122162,,482922,606137,,-1053,484290,,-1368,2.57
