stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2021Q1,twse,10018001,8930944,1087057,175885,911172,-4697,906475,37979,944454,714525,,191950,800011,,144443,0.44
1718,中纖,2021Q1,twse,7719407,6504473,1214934,192655,1022279,,1022279,308403,1330682,131748,,890531,223681,,1107001,0.10
2207,和泰車,2021Q1,twse,66825585,59496545,7329040,1504838,5824202,,5824202,126040,5950242,5003846,,820356,5145869,,804373,9.16
2905,三商,2021Q1,twse,53403327,50890136,2513191,661896,1851295,,1851295,-832341,1018954,895460,,955835,520586,,498368,1.04
