stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2020Q1,twse,21976200,16195489,,,5780711,,,5780711,1320557,,4460154,273722,4733876,1252757,3481119,,,3481119,-4604863,,-1123744,2999822,,481297,-1489310,,365566,0.55
1102,亞泥,2020Q1,twse,13138882,10440940,,,2697942,,,2697942,676303,,2021639,-453351,1568288,437689,1130599,,,1130599,-4746882,,-3616283,743772,,386827,-3864421,,248138,0.24
1103,嘉泥,2020Q1,twse,495334,514817,,,-19483,,,-19483,139428,,-158911,-46824,-205735,11236,-216971,2777,,-214194,-1517519,,-1731713,-210089,,-4105,-1674901,,-56812,-0.33
1104,環泥,2020Q1,twse,1253758,1085306,,,168452,,,168452,101027,,67425,-16843,50582,2421,48161,,,48161,-478292,,-430131,46208,,1953,-432084,,1953,0.07
1108,幸福,2020Q1,twse,1104720,921863,,,182857,,,182857,72805,80,110132,-5836,104296,10687,93609,0,,93609,-9955,,83654,93609,,0,83654,,0,0.23
1109,信大,2020Q1,twse,1165580,842433,,,323147,,,323147,105863,,217284,-29077,188207,51037,137170,,,137170,-57964,,79206,91341,,45829,52434,,26772,0.27
1110,東泥,2020Q1,twse,387944,379109,,,8835,,,8835,21432,,-12597,-17552,-30149,792,-30941,,,-30941,-173363,,-204304,-30750,,-191,-204143,,-161,-0.05
1201,味全,2020Q1,twse,3974417,2858662,,,1115755,,,1115755,1070931,,44824,-41287,3537,-22355,25892,,,25892,-20087,,5805,25697,,195,5630,,175,0.05
1203,味王,2020Q1,twse,1583090,1038725,,,544365,0,0,544365,263483,,280882,12293,293175,80366,212809,,,212809,-94676,,118133,117926,,94883,51317,,66816,0.50
1210,大成,2020Q1,twse,18331788,15621787,,,2710001,,,2710001,1885294,,824707,79995,904702,163487,741215,,,741215,-383580,,357635,559791,,181424,264736,,92899,0.72
1213,大飲,2020Q1,twse,80065,82093,,,-2028,,,-2028,11730,,-13758,-1952,-15710,-3079,-12631,,,-12631,-7,,-12638,-12631,,,-12638,,,-0.22
1215,卜蜂,2020Q1,twse,5241193,4623061,,,618132,,,618132,390668,-4432,223032,65560,288592,57419,231173,-2250,,228923,-373665,,-144742,234347,,-5424,-139023,,-5719,0.87
1216,統一,2020Q1,twse,108290637,71169403,,,37121234,,,37121234,29916533,,7204701,1701521,8906222,2272316,6633906,,,6633906,-1775815,,4858091,4468240,,2165666,3380636,,1477455,0.79
1217,愛之味,2020Q1,twse,1152420,781452,,,370968,,,370968,294268,,76700,-43440,33260,6533,26727,0,,26727,-219003,,-192276,24584,,2143,-190716,,-1560,0.05
1218,泰山,2020Q1,twse,1838108,1505368,,,332740,746,721,332715,256961,,75754,66204,141958,15400,126558,,,126558,-11017,,115541,126513,,45,115506,,35,0.26
1219,福壽,2020Q1,twse,2988617,2714637,,0,273980,,,273980,268935,0,5045,276165,281210,33245,247965,,,247965,-1211,,246754,267222,,-19257,266226,,-19472,0.83
