stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2020Q4,twse,24642539,15321985,39964524,2061723,911675,25801321,11189805,2536322,8653483,,8653483,-1129275,7524208,8653353,,130,7524039,,169,0.67
2881,富邦金,2020Q4,twse,137294299,339211786,476506085,4372045,306374131,62631997,103127912,12156235,90971677,,90971677,88778596,179750273,90272445,,699232,177902601,,1847672,8.54
2882,國泰金,2020Q4,twse,190929532,438984953,629914485,3177875,462094141,83026688,81615781,5657558,75958223,,75958223,80238491,156196714,74579460,,1378763,154988421,,1208293,5.41
2883,凱基金,2020Q4,twse,66703953,158086500,224790453,364663,174464035,28013362,21948393,1272107,20676286,,20676286,25625929,46302215,12655277,,8021009,21658668,,24643547,0.87
2884,玉山金,2020Q4,twse,21338518,34910526,56249044,3225752,,32494200,20529092,2481236,18047856,,18047856,-1024968,17022888,18026592,,21264,17001757,,21131,1.43
2885,元大金,2020Q4,twse,26918952,88709914,115628866,2152052,39928431,42782105,30766278,4789234,25977044,,25977044,4638864,30615908,24104576,,1872468,28237885,,2378023,1.99
2886,兆豐金,2020Q4,twse,31550874,29259048,60809922,2151568,227160,29100556,29330638,4312670,25017968,,25017968,629445,25647413,25017968,0,0,25647413,0,0,1.84
2887,台新新光金,2020Q4,twse,21659114,22485735,44144849,1860723,,25852998,16431128,1942301,14488827,,14488827,472964,14961791,14493422,,-4595,14966281,,-4490,1.17
2889,國票金,2020Q4,twse,2277257,6292894,8570151,93004,,3734406,4742741,1007822,3734919,,3734919,1261980,4996899,3248085,,486834,4505763,,491136,1.12
2890,永豐金,2020Q4,twse,18500556,20490197,38990753,2417627,,22603735,13969391,1728037,12241354,,12241354,3155737,15397091,12241354,,0,15397091,,0,1.09
2891,中信金,2020Q4,twse,109053668,85352653,194406321,9258231,68870986,64700047,51577057,8721902,42855155,,42855155,1628895,44484050,42853406,,1749,44487441,,-3391,2.15
2892,第一金,2020Q4,twse,30482847,29085381,59568228,4511292,10707035,24730173,19619728,2812187,16807541,,16807541,-2248139,14559402,16807541,,,14559402,,,1.31
5880,合庫金,2020Q4,twse,34896214,16869773,51765987,7100682,-1019296,25861904,19822697,2687706,17134991,,17134991,4796882,21931873,16584137,,550854,20632716,,1299157,1.24
