stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2017Q1,twse,1981591,1205023,776568,68185,844753,-122910,721843,,,721843,-166657,,555186,721783,,60,555203,,-17,0.54
6005,群益證,2017Q1,twse,1838358,1398181,440177,169058,609235,-54571,554664,,,554664,-12397,,542267,513285,,41379,524739,,17528,0.24
6024,群益期,2017Q1,twse,504785,443655,61130,50804,111934,-16800,95134,,,95134,-53781,,41353,94329,,805,42164,,-811,0.66
