stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2021Q4,tpex,1057679,346746,710933,28147,739080,36060,703020,,,703020,190911,,893931,,,,,,,2.79
6015,宏遠證,2021Q4,tpex,2641258,1426234,1215024,154904,1369928,130655,1239273,,,1239273,42797,,1282070,1239273,,,1282070,,,3.74
6016,康和證,2021Q4,tpex,4298845,2828617,1470228,98119,1568347,178245,1390102,,,1390102,1172,,1391274,1385923,,4179,1387420,,3854,2.33
6020,大展證,2021Q4,tpex,1259026,334676,924350,31892,956242,98730,857512,,,857512,71670,,929182,857515,,-3,929185,,-3,3.40
6021,美好證,2021Q4,tpex,1305027,993870,311157,41124,352281,31294,320987,,,320987,283225,,604212,320987,,,604212,,,1.05
6023,元大期貨,2021Q4,tpex,3892446,3430580,461866,587094,1048960,188678,860282,,,860282,442988,,1303270,860282,,,1303270,,,2.97
6026,福邦證,2021Q4,tpex,2310341,671738,1638603,5231,1643834,110001,1533833,,,1533833,52540,,1586373,1411497,,122336,1464037,,122336,5.00
