stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2024Q4,twse,22964580,18854957,3050867,20415083,18353587,3408216,14945371,,,14945371,4425998,,19371369,14945371,,,19371369,,,1.33
2812,台中銀,2024Q4,twse,12250662,7048557,1100726,8295785,9902708,1610845,8291863,,,8291863,-625025,,7666838,8291863,,,7666838,,,1.50
2820,華票,2024Q4,twse,364760,1873770,27899,557323,1653308,278973,1374335,,,1374335,-106747,,1267588,,,,,,,1.02
2834,臺企銀,2024Q4,twse,19115770,14998817,3441648,16610275,14062664,2825963,11236701,0,,11236701,1719048,,12955749,11236701,0,0,12955749,,,1.23
2836,高雄銀,2024Q4,twse,2928312,1456284,65713,3004376,1314507,353122,961385,,,961385,687046,,1648431,,,,,,,0.55
2838,聯邦銀,2024Q4,twse,8277819,11549050,1107084,12552681,6167104,944591,5222513,,,5222513,4744732,,9967245,5215277,,7236,9960003,,7242,1.16
2845,遠東銀,2024Q4,twse,5921043,6936670,139568,7848217,4869928,572738,4297190,,,4297190,136946,,4434136,4297190,,,4434136,,,1.01
2849,安泰銀,2024Q4,twse,3145629,2398070,814463,3355708,1373528,47714,1325814,0,,1325814,142402,,1468216,,,,,,,0.68
2897,王道銀行,2024Q4,twse,1827343,8351370,53227,5108882,5016604,1123745,3892859,,,3892859,295969,,4188828,2856199,,1036660,3187590,,1001238,1.00
5876,上海商銀,2024Q4,twse,38705852,12698123,15177363,19298954,16927658,2488350,14439308,,,14439308,17444692,,31884000,13478483,,960825,23205023,,8678977,2.78
