stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2015Q2,tpex,80164,118717,-38553,21522,-17031,-658,-17689,,,-17689,-34200,,-51889,,,,,,,-0.08
6015,宏遠證,2015Q2,tpex,298300,493482,-195182,73034,-122148,-7037,-129185,,,-129185,30317,,-98868,-129185,,,-98868,,,-0.30
6016,康和證,2015Q2,tpex,1437759,1217896,219863,21351,241214,-11549,229665,,,229665,-47213,,182452,228021,,1644,180808,,1644,0.34
6020,大展證,2015Q2,tpex,36594,81352,-44758,-420,-45178,-3223,-48401,,,-48401,,,-48401,-47711,,-690,-47711,,-690,-0.19
6021,美好證,2015Q2,tpex,297519,263786,33733,60431,94164,-11870,82294,,,82294,-29921,,52373,82294,,,52373,,0,0.27
6023,元大期貨,2015Q2,tpex,1233920,1098146,135774,256953,392727,-74827,317900,,,317900,126299,,444199,317900,,,444199,,,1.37
6026,福邦證,2015Q2,tpex,249969,119365,130604,3655,134259,-26229,108030,0,,108030,0,,108030,108030,,0,108030,,,0.47
