stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2017Q4,twse,7240493,4735631,1846191,658671,5129,663800,774,663026,,,663026,45257,,708283,663458,,-432,708763,,-480,3.12
2832,台產,2017Q4,twse,5058168,2903964,1194254,959950,-24408,935542,83841,851701,,,851701,138314,,990015,,,,,,,2.35
2850,新產,2017Q4,twse,13958399,9542355,2873096,1542948,19747,1562695,197785,1364910,,,1364910,397619,,1762529,,,,,,,4.32
2851,中再保,2017Q4,twse,14599949,12533111,373621,1693217,940,1694157,304698,1389459,,,1389459,643942,,2033401,,,,,,,2.47
2852,第一保,2017Q4,twse,5881343,4122629,1242794,515920,-386,515534,55224,460310,,,460310,60062,,520372,,,,,,,1.53
