stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2022Q3,tpex,2462174,2276685,-2178,22789,206100,,,206100,192526,,13574,-21314,-7740,10540,-18280,,,-18280,-1034,,-19314,779,,-19059,-255,,-19059,0.02
1259,安心,2022Q3,tpex,4270700,3177549,,,1093151,,,1093151,996244,,96907,12972,109879,17436,92443,,,92443,-146008,,-53565,100850,,-8407,-46168,,-7397,3.11
1264,德麥,2022Q3,tpex,3795695,2470095,,,1325600,,,1325600,630616,,694984,7485,702469,161808,540661,,,540661,75575,,616236,474342,,66319,527569,,88667,12.80
1268,漢來美食,2022Q3,tpex,2613834,1577009,,,1036825,,,1036825,1081159,,-44334,84105,39771,-2674,42445,0,,42445,-180665,,-138220,42445,,,-138220,,,1.01
1336,台翰,2022Q3,tpex,1911873,1563510,,,348363,,,348363,154678,,193685,31715,225400,82886,142514,,,142514,54281,,196795,142514,,,196795,,,1.85
1565,精華,2022Q3,tpex,3857670,2727092,,,1130578,,,1130578,299194,,831384,226137,1057521,217273,840248,,,840248,13402,,853650,840248,,,853650,,,16.67
1569,濱川,2022Q3,tpex,3963280,3207951,,,755329,,,755329,476202,,279127,223598,502725,90702,412023,,,412023,143290,,555313,405546,,6477,545145,,10168,3.34
1570,力肯,2022Q3,tpex,471381,339763,,,131618,,,131618,53851,,77767,35882,113649,26411,87238,,,87238,-15922,,71316,87238,,0,71316,,0,1.69
1580,新麥,2022Q3,tpex,2903246,1856595,,,1046651,,,1046651,667423,,379228,90525,469753,185803,283950,,,283950,86587,,370537,275062,,8888,358397,,12140,5.48
1584,精剛,2022Q3,tpex,1183267,993885,,,189382,,,189382,81475,,107907,5304,113211,1856,111355,,,111355,12103,,123458,,,,,,,0.90
1586,和勤,2022Q3,tpex,1952198,1673509,,,278689,,,278689,273302,,5387,52556,57943,-978,58921,,,58921,43364,,102285,58921,,,102285,,,0.72
1591,駿吉-KY,2022Q3,tpex,563081,432176,,,130905,,,130905,41931,,88974,11145,100119,26186,73933,,,73933,15030,,88963,73933,,,88963,,,2.16
1593,祺驊,2022Q3,tpex,521422,383969,,,137453,,,137453,118824,,18629,147702,166331,10487,155844,,,155844,16587,,172431,152179,,3665,168766,,3665,4.29
1595,川寶,2022Q3,tpex,1418639,1062193,,,356446,,,356446,278527,,77919,231230,309149,77625,231524,,,231524,3747,,235271,233888,,-2364,237635,,-2364,4.98
