stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2021Q1,tpex,645567,586034,-989,17882,76426,,,76426,49137,,27289,8906,36195,7921,28274,,,28274,85562,,113836,33484,,-5210,119046,,-5210,0.96
1259,安心,2021Q1,tpex,1285183,973336,,,311847,,,311847,294739,,17108,6369,23477,5059,18418,,,18418,101575,,119993,20891,,-2473,122629,,-2636,0.65
1264,德麥,2021Q1,tpex,1189952,747317,,,442635,,,442635,205682,,236953,3317,240270,59610,180660,,,180660,-12490,,168170,150958,,29702,144211,,23959,4.48
1268,漢來美食,2021Q1,tpex,1026979,564930,,,462049,,,462049,370799,,91250,5124,96374,20136,76238,0,,76238,42530,,118768,76238,,,118768,,,2.05
1336,台翰,2021Q1,tpex,379772,320083,,,59689,,,59689,48430,,11259,-27,11232,6257,4975,,,4975,-6022,,-1047,4975,,,-1047,,,0.06
1565,精華,2021Q1,tpex,1306082,919144,,,386938,,,386938,94103,,292835,-9484,283351,56670,226681,,,226681,-313,,226368,226681,,,226368,,,4.50
1569,濱川,2021Q1,tpex,1126122,881096,,,245026,,,245026,140810,,104216,-10038,94178,25327,68851,,,68851,-16771,,52080,71061,,-2210,56975,,-4895,0.59
1570,力肯,2021Q1,tpex,162883,123108,,,39775,,,39775,19466,,20309,21,20330,3666,16664,,,16664,-87,,16577,16664,,0,16577,,0,0.32
1580,新麥,2021Q1,tpex,793936,489087,,,304849,,,304849,193472,,111377,9451,120828,43667,77161,,,77161,-16715,,60446,73800,,3361,57091,,3355,1.47
1584,精剛,2021Q1,tpex,178684,172213,,,6471,,,6471,13883,,-7412,12451,5039,365,4674,,,4674,508,,5182,4674,,0,5182,,0,0.04
1586,和勤,2021Q1,tpex,626461,499047,,,127414,,,127414,66078,,61336,917,62253,22938,39315,,,39315,4676,,43991,39315,,,43991,,,0.48
1591,駿吉-KY,2021Q1,tpex,207263,168085,,,39178,,,39178,19085,,20093,1855,21948,5975,15973,,,15973,-6793,,9180,15973,,0,9180,,0,0.49
1593,祺驊,2021Q1,tpex,266671,198628,,,68043,,,68043,35575,,32468,7929,40397,6526,33871,,,33871,-4524,,29347,33765,,106,29241,,106,0.99
1595,川寶,2021Q1,tpex,472602,364067,,,108535,,,108535,83912,,24623,1828,26451,6617,19834,,,19834,58,,19892,19834,,,19892,,,0.42
1599,宏佳騰,2021Q1,tpex,758285,547288,,,210997,,,210997,118959,,92038,8886,100924,20674,80250,,,80250,1287,,81537,80250,,,81537,,,1.08
1742,台蠟,2021Q1,tpex,104035,86522,,,17513,,,17513,9874,,7639,-5046,2593,182,2411,,,2411,-1677,,734,2411,,,734,,,0.03
1777,生泰,2021Q1,tpex,235583,144053,,,91530,,,91530,27902,,63628,1337,64965,12993,51972,,,51972,23,,51995,,,,,,,1.73
1781,合世,2021Q1,tpex,211416,193812,,,17604,,,17604,35070,,-17466,23583,6117,-15510,21627,,,21627,1336,,22963,21627,,,22963,,,0.46
1784,訊聯,2021Q1,tpex,230125,104251,,,125874,,,125874,109601,,16273,-1609,14664,3111,11553,,,11553,-85,,11468,11778,,-225,11764,,-296,0.25
1785,光洋科,2021Q1,tpex,7367143,6611131,,,756012,,,756012,393222,,362790,-21527,341263,70443,270820,,,270820,-17381,,253439,262159,,8661,245760,,7679,0.46
1788,杏昌,2021Q1,tpex,881836,650361,,,231475,0,0,231475,141064,,90411,9755,100166,18382,81784,,,81784,-819,,80965,81784,,,80965,,,2.17
1796,金穎生技,2021Q1,tpex,113865,71332,,,42533,,,42533,26668,,15865,-1411,14454,3119,11335,,,11335,-191,,11144,11335,,,11144,,,0.31
1799,易威,2021Q1,tpex,71639,58801,,,12838,,,12838,66518,,-53680,54220,540,794,-254,,,-254,-558,,-812,5057,,-5311,4402,,-5214,0.04
1813,寶利徠,2021Q1,tpex,132887,113073,,,19814,,,19814,21337,,-1523,12837,11314,259,11055,,,11055,-12678,,-1623,11405,,-350,-1343,,-280,0.24
1815,富喬,2021Q1,tpex,1207464,1026905,,,180559,,,180559,168685,,11874,-19309,-7435,-13540,6105,,,6105,39447,,45552,6105,,,45552,,,0.01
2035,唐榮公司,2021Q1,tpex,3064472,2936786,,,127686,,,127686,79446,,48240,7645,55885,0,55885,,,55885,2783,,58668,,,,,,,0.16
2061,風青,2021Q1,tpex,215424,188817,,,26607,,,26607,16563,,10044,57837,67881,-360,68241,,,68241,-1870,,66371,68241,,,66371,,,1.49
2063,世鎧精密,2021Q1,tpex,301486,225243,,,76243,,,76243,31632,,44611,1043,45654,8987,36667,,,36667,-356,,36311,36667,,,36311,,,0.81
2064,晉椿,2021Q1,tpex,575614,523831,,,51783,,,51783,31231,,20552,-2526,18026,230,17796,0,,17796,-2038,,15758,17837,,-41,15797,,-39,0.26
2065,世豐,2021Q1,tpex,742162,620286,,,121876,,,121876,49342,,72534,-3979,68555,14522,54033,,,54033,26576,,80609,54033,,,80609,,,1.19
2066,世德,2021Q1,tpex,592879,432172,,,160707,,,160707,121134,,39573,-7767,31806,4925,26881,,,26881,-4228,,22653,23429,,3452,21508,,1145,0.66
2067,嘉鋼,2021Q1,tpex,239465,188431,,,51034,,,51034,43134,,7900,-4000,3900,1382,2518,,,2518,-796,,1722,1866,,652,1039,,683,0.04
2070,精湛,2021Q1,tpex,144359,88092,,,56267,,,56267,39338,,16929,-1966,14963,3782,11181,,,11181,-944,,10237,11181,,,10237,,,0.31
2221,大甲,2021Q1,tpex,257934,204336,,,53598,0,0,53598,25289,,28309,-4056,24253,4630,19623,,,19623,-577,,19046,16993,,2630,16416,2630,,0.40
2230,泰茂,2021Q1,tpex,147493,128231,,,19262,,,19262,20020,-13,-771,-54,-825,870,-1695,,,-1695,-1358,,-3053,-1195,,-500,-2361,,-692,-0.03
2235,謚源,2021Q1,tpex,138123,108024,,,30099,,,30099,17899,,12200,2118,14318,2876,11442,,,11442,0,,11442,,,,,,,0.32
2596,綠意,2021Q1,tpex,2457,804,,,1653,,,1653,15699,,-14046,1812,-12234,1,-12235,,,-12235,,,-12235,-11396,,-839,-11396,,-839,-0.11
2640,大車隊,2021Q1,tpex,528270,268350,,,259920,,,259920,155983,,103937,-4439,99498,15914,83584,,,83584,0,,83584,83554,,30,83554,,30,1.48
2641,正德,2021Q1,tpex,194002,151304,,,42698,,,42698,18180,,24518,2503,27021,0,27021,,,27021,4701,,31722,27021,,,31722,,,0.18
2643,捷迅,2021Q1,tpex,1066066,961770,,,104296,,,104296,46750,,57546,771,58317,10264,48053,,,48053,144,,48197,48053,,,48197,,,1.60
2718,全心投控,2021Q1,tpex,13050,12418,,,632,,,632,7708,,-7076,830,-6246,154,-6400,0,,-6400,2475,,-3925,-6400,,,-3925,0,0,-0.10
2719,燦星旅,2021Q1,tpex,8890,7202,,,1688,,,1688,19044,0,-17356,2554,-14802,16,-14818,,,-14818,,,-14818,-14818,,,-14818,,,-0.48
2724,藝舍-KY,2021Q1,tpex,23977,15153,,,8824,,,8824,11538,,-2714,-1788,-4502,0,-4502,,,-4502,-697,,-5199,-4502,,,-5199,,,-0.07
