stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2021Q4,twse,28000367,23072171,51072538,2749701,692380,28093730,19536727,2330406,17206321,,17206321,-2497076,14709245,17206199,,122,14709075,,170,1.30
2881,富邦金,2021Q4,twse,143471653,342360524,485832177,4587597,243782313,71872868,165589399,18354467,147234932,,147234932,18561610,165796542,144559046,,2675886,165196199,,600343,12.49
2882,國泰金,2021Q4,twse,194882161,431080444,625962605,3484370,377408390,85543474,159526371,18637061,140889310,,140889310,-94275862,46613448,139514082,,1375228,45166120,,1447328,10.34
2883,凱基金,2021Q4,twse,65652263,126625907,192278170,186398,104875754,35016319,52199699,5100224,47099475,,47099475,-32944620,14154855,35043431,,12056044,16764244,,-2609389,2.34
2884,玉山金,2021Q4,twse,25984324,31913116,57897440,2129603,,31808398,23959439,3373936,20585503,,20585503,-642507,19942996,20558988,,26515,19916428,,26568,1.54
2885,元大金,2021Q4,twse,29973751,89266752,119240503,534256,21301277,53263626,44141344,6950633,37190711,,37190711,-6141800,31048911,34865957,,2324754,30263795,,785116,2.87
2886,兆豐金,2021Q4,twse,32468345,27762501,60230846,1904434,64520,29605479,28656413,2925343,25731070,,25731070,-2433425,23297645,25731070,0,0,23297645,0,0,1.89
2887,台新新光金,2021Q4,twse,24360390,39403708,63764098,546413,11762052,28300132,23155501,2856788,20298713,,20298713,-491932,19806781,20311808,,-13095,19819890,,-13109,1.63
2889,國票金,2021Q4,twse,2689313,7474554,10163867,151088,,4517024,5495755,890705,4605050,,4605050,-1165141,3439909,3883865,,721185,2502467,,937442,1.30
2890,永豐金,2021Q4,twse,22119957,23583285,45703242,2226883,,24827129,18649230,2438225,16211005,,16211005,-1387147,14823858,16211005,,0,14823858,,0,1.44
2891,中信金,2021Q4,twse,108754328,77303496,186057824,7714370,43935030,72364266,62044158,8045945,53998213,,53998213,-6710113,47288100,54204958,,-206745,47664193,,-376093,2.73
2892,第一金,2021Q4,twse,34588282,28016147,62604429,3621467,9274835,26274683,23433444,3694399,19739045,,19739045,-4846835,14892210,19739045,,,14892210,,,1.52
5880,合庫金,2021Q4,twse,36002902,18409791,54412693,2376757,-60389,27667803,24428522,3216792,21211730,,21211730,-4493669,16718061,20533879,,677851,16509912,,208149,1.51
