stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1259,安心,2015Q2,tpex,2163522,1593719,569803,,,569803,507703,,62100,-6564,55536,21383,34153,,,34153,-8341,,25812,60148,,-25995,53446,,-27634,1.86
1264,德麥,2015Q2,tpex,1852061,1178235,673826,6,58,673878,404895,,268983,-3605,265378,49220,216158,,,216158,-18147,,198011,192864,,23294,182592,,15419,6.60
1268,漢來美食,2015Q2,tpex,1433641,795994,637647,,,637647,514891,,122756,2536,125292,32802,92490,,,92490,-20331,,72159,92490,,,72159,,,3.24
1336,台翰,2015Q2,tpex,787921,791665,-3744,,,-3744,107401,,-111145,-1285,-112430,-17857,-94573,,,-94573,-38058,,-132631,-94573,,,-132631,,,-1.51
1565,精華,2015Q2,tpex,2740131,1753202,986929,,,986929,218944,,767985,-77204,690781,115980,574801,,,574801,1959,,576760,574801,,,576760,,,11.40
1569,濱川,2015Q2,tpex,1078077,1200169,-122092,,,-122092,152406,,-274498,-12343,-286841,-30612,-256229,,,-256229,-67859,,-324088,-256229,,,-324088,,,-3.01
1570,力肯,2015Q2,tpex,360024,270305,89719,,,89719,37372,,52347,-3634,48713,8845,39868,,,39868,-516,,39352,39868,,0,39352,,0,0.77
1580,新麥,2015Q2,tpex,1861214,1117930,743284,,,743284,463203,,280081,6267,286348,105117,181231,,,181231,-42164,,139067,174604,,6627,133839,,5228,3.67
1584,精剛,2015Q2,tpex,588008,540523,47485,,,47485,37693,,9792,-11578,-1786,-571,-1215,,,-1215,-2146,,-3361,,,,,,,-0.01
1586,和勤,2015Q2,tpex,826589,708192,118397,,,118397,120271,,-1874,-22992,-24866,-11312,-13554,,,-13554,-20529,,-34083,-13554,,0,-34083,,0,-0.30
1591,駿吉-KY,2015Q2,tpex,342523,279646,62877,,,62877,36030,,26847,5920,32767,7369,25398,,,25398,-53065,,-27667,25398,,,-27667,,,0.94
1593,祺驊,2015Q2,tpex,385919,285923,99996,,,99996,78568,,21428,-992,20436,3523,16913,,,16913,-7496,,9417,21020,,-4107,13524,,-4107,0.72
1595,川寶,2015Q2,tpex,693906,412472,281434,,,281434,107460,,173974,-15010,158964,40927,118037,,,118037,-4939,,113098,118037,,,113098,,,3.05
