stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2025Q1,twse,1728323,1991190,-262867,313364,50497,113379,-62882,,,-62882,98673,,35791,-67237,,4355,29412,,6379,-0.05
6005,群益證,2025Q1,twse,3988568,3414764,573804,614285,1188089,191093,996996,,,996996,121038,,1118034,874656,,122340,979553,,138481,0.40
6024,群益期,2025Q1,twse,704890,757603,-52713,398619,345906,66163,279743,,,279743,36578,,316321,279830,,-87,316318,,3,1.26
