stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2015Q3,twse,27969471,26799947,1169524,199450,970074,,970074,-731569,238505,792668,,177406,116983,,121522,0.48
1718,中纖,2015Q3,twse,25759285,21860396,3898889,815671,3083218,,3083218,34,3083252,907525,,2175693,823592,,2259660,0.80
2514,龍邦,2015Q3,twse,56065322,56376286,-310964,529175,-840139,,-840139,-2715773,-3555912,-401866,,-438273,-1413205,,-2142707,-0.77
2905,三商,2015Q3,twse,145575821,140431469,5144352,897656,4246696,,4246696,-5434608,-1187912,2055693,,2191003,-576793,,-611119,3.20
