stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2019Q4,tpex,1818705,1556240,-2136,8333,268662,,,268662,167566,,101096,65450,166546,30185,136361,,,136361,-242085,,-105724,136414,,-53,-105671,,-53,4.01
1259,安心,2019Q4,tpex,5484492,4061543,,,1422949,,,1422949,1248776,,174173,3813,177986,30755,147231,,,147231,-6698,,140533,161947,,-14716,157127,,-16594,5.02
1264,德麥,2019Q4,tpex,4076129,2560102,,,1516027,,,1516027,793226,,722801,18822,741623,169496,572127,,,572127,-46047,,526080,472580,,99547,453087,,72993,14.02
1268,漢來美食,2019Q4,tpex,3775225,2109772,,,1665453,,,1665453,1322946,,342507,18226,360733,72659,288074,-21617,,266457,98649,,365106,266457,,,365106,,,7.20
1336,台翰,2019Q4,tpex,2352721,1994263,,,358458,,,358458,244665,,113793,16682,130475,57049,73426,,,73426,-13670,,59756,73426,,,59756,,,0.87
1565,精華,2019Q4,tpex,6346670,4219956,,,2126714,,,2126714,476903,,1649811,-35067,1614744,327510,1287234,,,1287234,6401,,1293635,1287234,,,1293635,,,25.53
1569,濱川,2019Q4,tpex,4435890,3551746,,,884144,,,884144,624772,,259372,-91336,168036,54051,113985,,,113985,-102463,,11522,113371,,614,11883,,-361,1.01
1570,力肯,2019Q4,tpex,626693,465589,,,161104,,,161104,71626,,89478,4307,93785,20487,73298,,,73298,-1076,,72222,73298,,,72222,,,1.42
1580,新麥,2019Q4,tpex,4164628,2459103,,,1705525,,,1705525,1043445,,662080,25471,687551,172049,515502,,,515502,-64266,,451236,503361,,12141,440751,,10485,10.02
1584,精剛,2019Q4,tpex,844745,835860,,,8885,,,8885,56732,,-47847,-10202,-58049,523,-58572,,,-58572,40312,,-18260,-59436,,864,-25540,,7280,-0.72
1586,和勤,2019Q4,tpex,2092780,1782563,,,310217,,,310217,248751,,61466,-23939,37527,17466,20061,,,20061,-46835,,-26774,20061,,0,-26774,,0,0.26
1591,駿吉-KY,2019Q4,tpex,597361,539096,,,58265,,,58265,67518,,-9253,26610,17357,9254,8103,,,8103,-3844,,4259,8103,,,4259,,,0.24
1593,祺驊,2019Q4,tpex,814516,562241,,,252275,,,252275,136424,,115851,27955,143806,23615,120191,,,120191,-14786,,105405,119397,,794,104611,,794,3.74
1595,川寶,2019Q4,tpex,1729528,1281478,,,448050,,,448050,322282,,125768,-22693,103075,6529,96546,0,,96546,-3666,,92880,96546,,,92880,,,2.06
