stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2018Q1,twse,9282913,8904925,377988,125538,252450,,252450,292280,544730,207627,,44823,503459,,41271,0.13
1718,中纖,2018Q1,twse,9972297,8692681,1279616,63643,1215973,,1215973,70009,1285982,536414,,679559,605055,,680927,0.47
2207,和泰車,2018Q1,twse,47161322,43076323,4084999,997233,3087766,,3087766,150346,3238112,2710463,,377303,2836010,,402102,4.96
2905,三商,2018Q1,twse,65183051,66373810,-1190759,-516651,-674108,,-674108,-3582108,-4256216,-264065,,-410043,-1949810,,-2306406,-0.37
