stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2017Q2,twse,17421680,16837520,584160,219531,364629,,364629,571027,935656,323901,,40728,871287,,64369,0.20
1718,中纖,2017Q2,twse,17583007,16014948,1568059,352565,1215494,,1215494,106345,1321839,-38967,,1254461,29120,,1292719,-0.03
2207,和泰車,2017Q2,twse,91730282,84073245,7657037,1567592,6089445,,6089445,-95119,5994326,5368269,,721176,5296729,,697597,9.83
2905,三商,2017Q2,twse,121976307,119265995,2710312,308311,2402001,,2402001,2710651,5112652,1092766,,1309235,2443520,,2669132,1.62
